po_line_id,po_id,line_number,material_id,quantity_ordered,unit_price,line_total,line_status
POL-0005343,PO-2025-03184,4,MAT-00296,3022,11.79,35629.38,DELIVERED
POL-0005344,PO-2025-03185,1,MAT-00306,141,31.01,4372.41,DELIVERED
POL-0005345,PO-2025-03186,1,MAT-00548,1097,20.62,22620.14,IN_TRANSIT
POL-0005346,PO-2025-03186,2,MAT-00797,254,25.64,6512.56,IN_TRANSIT
POL-0005347,PO-2025-03187,1,MAT-01186,437,76.1,33255.7,DELIVERED
POL-0005348,PO-2025-03188,1,MAT-00887,96,48.82,4686.72,CANCELLED
POL-0005349,PO-2025-03189,1,MAT-00246,2338,17.64,41242.32,DELIVERED
POL-0005350,PO-2025-03189,2,MAT-00198,1844,30.26,55799.44,DELIVERED
POL-0005351,PO-2025-03189,3,MAT-00585,1229,29.99,36857.71,DELIVERED
POL-0005352,PO-2025-03190,1,MAT-00708,3701,170.09,629503.09,DELIVERED
POL-0005353,PO-2025-03191,1,MAT-00812,3113,16.77,52205.01,DELIVERED
POL-0005354,PO-2025-03192,1,MAT-00296,1508,11.79,17779.32,DELIVERED
POL-0005355,PO-2025-03193,1,MAT-00464,4573,30.4,139019.2,CANCELLED
POL-0005356,PO-2025-03193,2,MAT-01132,466,44.46,20718.36,CANCELLED
POL-0005357,PO-2025-03193,3,MAT-00790,2018,4.0,8072.0,CANCELLED
POL-0005358,PO-2025-03193,4,MAT-00382,132,12.27,1619.64,CANCELLED
POL-0005359,PO-2025-03194,1,MAT-00446,2587,49.81,128858.47,DELIVERED
POL-0005360,PO-2025-03195,1,MAT-01033,495,41.82,20700.9,DELIVERED
POL-0005361,PO-2025-03196,1,MAT-00075,213,1.59,338.67,PENDING
POL-0005362,PO-2025-03197,1,MAT-00572,795,154.68,122970.6,DELIVERED
POL-0005363,PO-2025-03198,1,MAT-01045,62,22.55,1398.1,DELIVERED
POL-0005364,PO-2025-03198,2,MAT-00402,427,14.37,6135.99,DELIVERED
POL-0005365,PO-2025-03199,1,MAT-00850,48,15.13,726.24,DELIVERED
POL-0005366,PO-2025-03200,1,MAT-01104,480,22.29,10699.2,DELIVERED
POL-0005367,PO-2025-03201,1,MAT-00521,1002,4.17,4178.34,DELIVERED
POL-0005368,PO-2025-03201,2,MAT-00706,121,49.23,5956.83,DELIVERED
POL-0005369,PO-2025-03202,1,MAT-00964,428,57.29,24520.12,OVERDUE
POL-0005370,PO-2025-03202,2,MAT-00275,457,8.09,3697.13,OVERDUE
POL-0005371,PO-2025-03203,1,MAT-00037,276,29.49,8139.24,DELIVERED
POL-0005372,PO-2025-03203,2,MAT-00267,3256,145.15,472608.4,DELIVERED
POL-0005373,PO-2025-03204,1,MAT-00744,82,24.53,2011.46,DELIVERED
POL-0005374,PO-2025-03204,2,MAT-00548,704,20.62,14516.48,DELIVERED
POL-0005375,PO-2025-03205,1,MAT-00748,357,11.55,4123.35,DELIVERED
POL-0005376,PO-2025-03205,2,MAT-00506,3485,14.65,51055.25,DELIVERED
POL-0005377,PO-2025-03205,3,MAT-00063,992,7.25,7192.0,DELIVERED
POL-0005378,PO-2025-03206,1,MAT-00382,182,12.27,2233.14,DELIVERED
POL-0005379,PO-2025-03207,1,MAT-00875,1472,25.78,37948.16,OVERDUE
POL-0005380,PO-2025-03208,1,MAT-00527,301,4.28,1288.28,DELIVERED
POL-0005381,PO-2025-03209,1,MAT-00200,3037,7.7,23384.9,DELIVERED
POL-0005382,PO-2025-03209,2,MAT-00506,3966,14.65,58101.9,DELIVERED
POL-0005383,PO-2025-03210,1,MAT-01143,159,23.88,3796.92,DELIVERED
POL-0005384,PO-2025-03211,1,MAT-00961,236,49.49,11679.64,DELIVERED
POL-0005385,PO-2025-03212,1,MAT-00579,3365,4.58,15411.7,PENDING
POL-0005386,PO-2025-03213,1,MAT-00266,742,6.1,4526.2,DELIVERED
POL-0005387,PO-2025-03213,2,MAT-00924,4079,12.14,49519.06,DELIVERED
POL-0005388,PO-2025-03213,3,MAT-00934,141,2.13,300.33,DELIVERED
POL-0005389,PO-2025-03214,1,MAT-00742,1245,5.96,7420.2,PENDING
POL-0005390,PO-2025-03215,1,MAT-01068,1063,84.73,90067.99,DELIVERED
POL-0005391,PO-2025-03215,2,MAT-00633,681,20.47,13940.07,DELIVERED
POL-0005392,PO-2025-03215,3,MAT-00072,47,141.17,6634.99,DELIVERED
POL-0005393,PO-2025-03216,1,MAT-00776,1015,4.92,4993.8,DELIVERED
POL-0005394,PO-2025-03217,1,MAT-01002,998,76.22,76067.56,DELIVERED
POL-0005395,PO-2025-03218,1,MAT-00585,875,29.99,26241.25,PENDING
POL-0005396,PO-2025-03218,2,MAT-01148,1986,5.38,10684.68,PENDING
POL-0005397,PO-2025-03218,3,MAT-01031,2083,20.02,41701.66,PENDING
POL-0005398,PO-2025-03219,1,MAT-00638,95,26.74,2540.3,DELIVERED
POL-0005399,PO-2025-03220,1,MAT-00501,121,76.28,9229.88,DELIVERED
POL-0005400,PO-2025-03220,2,MAT-00650,224,54.47,12201.28,DELIVERED
POL-0005401,PO-2025-03221,1,MAT-00167,3984,67.37,268402.08,DELIVERED
POL-0005402,PO-2025-03222,1,MAT-00912,3067,30.69,94126.23,DELIVERED
POL-0005403,PO-2025-03222,2,MAT-00890,186,85.97,15990.42,DELIVERED
POL-0005404,PO-2025-03223,1,MAT-00849,387,13.15,5089.05,OVERDUE
POL-0005405,PO-2025-03224,1,MAT-00672,199,2.47,491.53,DELIVERED
POL-0005406,PO-2025-03224,2,MAT-00355,95,27.03,2567.85,DELIVERED
POL-0005407,PO-2025-03225,1,MAT-00681,297,61.82,18360.54,DELIVERED
POL-0005408,PO-2025-03226,1,MAT-01170,233,64.75,15086.75,DELIVERED
POL-0005409,PO-2025-03227,1,MAT-01195,238,4.36,1037.68,DELIVERED
POL-0005410,PO-2025-03227,2,MAT-01011,1857,116.18,215746.26,DELIVERED
POL-0005411,PO-2025-03227,3,MAT-01168,33,50.51,1666.83,DELIVERED
POL-0005412,PO-2025-03227,4,MAT-00981,321,66.4,21314.4,DELIVERED
POL-0005413,PO-2025-03228,1,MAT-00315,149,112.99,16835.51,DELIVERED
POL-0005414,PO-2025-03228,2,MAT-00062,69,20.03,1382.07,DELIVERED
POL-0005415,PO-2025-03229,1,MAT-00524,645,51.02,32907.9,DELIVERED
POL-0005416,PO-2025-03229,2,MAT-00655,671,457.75,307150.25,DELIVERED
POL-0005417,PO-2025-03230,1,MAT-01001,1017,112.37,114280.29,DELIVERED
POL-0005418,PO-2025-03230,2,MAT-00088,3260,36.74,119772.4,DELIVERED
POL-0005419,PO-2025-03230,3,MAT-00815,2781,84.5,234994.5,DELIVERED
POL-0005420,PO-2025-03231,1,MAT-00029,603,12.48,7525.44,DELIVERED
POL-0005421,PO-2025-03231,2,MAT-00991,115,35.34,4064.1,DELIVERED
POL-0005422,PO-2025-03232,1,MAT-00559,356,39.35,14008.6,DELIVERED
POL-0005423,PO-2025-03232,2,MAT-00808,1347,15.09,20326.23,DELIVERED
POL-0005424,PO-2025-03233,1,MAT-00264,119,8.15,969.85,DELIVERED
POL-0005425,PO-2025-03233,2,MAT-00936,1497,13.86,20748.42,DELIVERED
POL-0005426,PO-2025-03233,3,MAT-00952,40,38.65,1546.0,DELIVERED
POL-0005427,PO-2025-03234,1,MAT-00680,2024,111.31,225291.44,DELIVERED
POL-0005428,PO-2025-03234,2,MAT-00482,57,8.65,493.05,DELIVERED
POL-0005429,PO-2025-03234,3,MAT-00885,1426,55.94,79770.44,DELIVERED
POL-0005430,PO-2025-03235,1,MAT-00917,388,48.1,18662.8,DELIVERED
POL-0005431,PO-2025-03236,1,MAT-00267,1192,145.15,173018.8,DELIVERED
POL-0005432,PO-2025-03237,1,MAT-00143,84,4.13,346.92,DELIVERED
POL-0005433,PO-2025-03237,2,MAT-00526,502,3.7,1857.4,DELIVERED
POL-0005434,PO-2025-03238,1,MAT-00978,103,1.78,183.34,OVERDUE
POL-0005435,PO-2025-03239,1,MAT-00175,4985,32.53,162162.05,IN_TRANSIT
POL-0005436,PO-2025-03239,2,MAT-00805,454,15.46,7018.84,IN_TRANSIT
POL-0005437,PO-2025-03239,3,MAT-00845,854,33.47,28583.38,IN_TRANSIT
POL-0005438,PO-2025-03240,1,MAT-01019,2189,18.3,40058.7,IN_TRANSIT
POL-0005439,PO-2025-03241,1,MAT-00185,2036,19.38,39457.68,DELIVERED
POL-0005440,PO-2025-03242,1,MAT-00755,413,9.46,3906.98,DELIVERED
POL-0005441,PO-2025-03242,2,MAT-00104,46,9.85,453.1,DELIVERED
POL-0005442,PO-2025-03242,3,MAT-00714,201,39.35,7909.35,DELIVERED
POL-0005443,PO-2025-03243,1,MAT-00793,1390,31.91,44354.9,OVERDUE
POL-0005444,PO-2025-03244,1,MAT-00778,26,21.4,556.4,PENDING
POL-0005445,PO-2025-03245,1,MAT-01148,3754,5.38,20196.52,DELIVERED
POL-0005446,PO-2025-03246,1,MAT-00610,3996,123.85,494904.6,DELIVERED
POL-0005447,PO-2025-03246,2,MAT-00148,866,6.47,5603.02,DELIVERED
POL-0005448,PO-2025-03247,1,MAT-00776,857,4.92,4216.44,DELIVERED
POL-0005449,PO-2025-03247,2,MAT-00830,3680,18.38,67638.4,DELIVERED
POL-0005450,PO-2025-03248,1,MAT-00485,69,11.23,774.87,DELIVERED
POL-0005451,PO-2025-03248,2,MAT-00808,1896,15.09,28610.64,DELIVERED
POL-0005452,PO-2025-03248,3,MAT-00524,472,51.02,24081.44,DELIVERED
POL-0005453,PO-2025-03248,4,MAT-00079,83,28.28,2347.24,DELIVERED
POL-0005454,PO-2025-03249,1,MAT-00131,1248,4.8,5990.4,OVERDUE
POL-0005455,PO-2025-03250,1,MAT-00127,368,9.12,3356.16,DELIVERED
POL-0005456,PO-2025-03250,2,MAT-00111,2434,3.07,7472.38,DELIVERED
POL-0005457,PO-2025-03251,1,MAT-00159,112,6.41,717.92,DELIVERED
POL-0005458,PO-2025-03252,1,MAT-00114,61,400.81,24449.41,DELIVERED
POL-0005459,PO-2025-03252,2,MAT-00401,449,4.11,1845.39,DELIVERED
POL-0005460,PO-2025-03253,1,MAT-00976,234,3.26,762.84,DELIVERED
POL-0005461,PO-2025-03254,1,MAT-00335,31,78.13,2422.03,DELIVERED
POL-0005462,PO-2025-03255,1,MAT-00739,943,150.17,141610.31,DELIVERED
POL-0005463,PO-2025-03255,2,MAT-00787,343,67.61,23190.23,DELIVERED
POL-0005464,PO-2025-03255,3,MAT-00197,230,10.51,2417.3,DELIVERED
POL-0005465,PO-2025-03255,4,MAT-01125,86,155.11,13339.46,DELIVERED
POL-0005466,PO-2025-03256,1,MAT-00980,186,60.76,11301.36,DELIVERED
POL-0005467,PO-2025-03256,2,MAT-00215,46,18.37,845.02,DELIVERED
POL-0005468,PO-2025-03257,1,MAT-00264,53,8.15,431.95,DELIVERED
POL-0005469,PO-2025-03258,1,MAT-00132,537,29.72,15959.64,DELIVERED
POL-0005470,PO-2025-03258,2,MAT-00737,749,31.25,23406.25,DELIVERED
POL-0005471,PO-2025-03258,3,MAT-00172,188,10.25,1927.0,DELIVERED
POL-0005472,PO-2025-03259,1,MAT-00139,31,59.59,1847.29,DELIVERED
POL-0005473,PO-2025-03259,2,MAT-00724,2092,62.9,131586.8,DELIVERED
POL-0005474,PO-2025-03260,1,MAT-00175,4628,32.53,150548.84,PENDING
POL-0005475,PO-2025-03260,2,MAT-00689,161,57.33,9230.13,PENDING
POL-0005476,PO-2025-03261,1,MAT-00321,759,25.93,19680.87,DELIVERED
POL-0005477,PO-2025-03262,1,MAT-01120,114,80.79,9210.06,DELIVERED
POL-0005478,PO-2025-03262,2,MAT-00400,102,96.78,9871.56,DELIVERED
POL-0005479,PO-2025-03262,3,MAT-00310,101,19.19,1938.19,DELIVERED
POL-0005480,PO-2025-03263,1,MAT-01121,157,79.69,12511.33,DELIVERED
POL-0005481,PO-2025-03264,1,MAT-00899,2402,92.02,221032.04,DELIVERED
POL-0005482,PO-2025-03264,2,MAT-00840,220,21.61,4754.2,DELIVERED
POL-0005483,PO-2025-03264,3,MAT-00321,1321,25.93,34253.53,DELIVERED
POL-0005484,PO-2025-03265,1,MAT-00635,1141,8.68,9903.88,DELIVERED
POL-0005485,PO-2025-03265,2,MAT-00932,1868,199.06,371844.08,DELIVERED
POL-0005486,PO-2025-03266,1,MAT-01065,745,18.9,14080.5,DELIVERED
POL-0005487,PO-2025-03266,2,MAT-01128,119,11.12,1323.28,DELIVERED
POL-0005488,PO-2025-03266,3,MAT-00101,776,5.32,4128.32,DELIVERED
POL-0005489,PO-2025-03267,1,MAT-00101,1185,5.32,6304.2,DELIVERED
POL-0005490,PO-2025-03268,1,MAT-00719,1801,17.76,31985.76,IN_TRANSIT
POL-0005491,PO-2025-03269,1,MAT-00656,3224,28.04,90400.96,DELIVERED
POL-0005492,PO-2025-03269,2,MAT-00862,147,4.61,677.67,DELIVERED
POL-0005493,PO-2025-03269,3,MAT-01008,1053,54.19,57062.07,DELIVERED
POL-0005494,PO-2025-03270,1,MAT-00533,1393,21.7,30228.1,DELIVERED
POL-0005495,PO-2025-03270,2,MAT-01123,120,48.63,5835.6,DELIVERED
POL-0005496,PO-2025-03271,1,MAT-00772,1012,12.97,13125.64,DELIVERED
POL-0005497,PO-2025-03272,1,MAT-00497,2106,7.66,16131.96,DELIVERED
POL-0005498,PO-2025-03273,1,MAT-01176,228,20.33,4635.24,DELIVERED
POL-0005499,PO-2025-03274,1,MAT-00303,72,53.96,3885.12,OVERDUE
POL-0005500,PO-2025-03275,1,MAT-00153,91,12.75,1160.25,DELIVERED
POL-0005501,PO-2025-03276,1,MAT-01022,1213,14.64,17758.32,CANCELLED
POL-0005502,PO-2025-03277,1,MAT-00237,2009,2.92,5866.28,DELIVERED
POL-0005503,PO-2025-03277,2,MAT-00268,4006,4.89,19589.34,DELIVERED
POL-0005504,PO-2025-03278,1,MAT-00055,2421,78.07,189007.47,DELIVERED
POL-0005505,PO-2025-03279,1,MAT-00997,266,184.88,49178.08,CANCELLED
POL-0005506,PO-2025-03280,1,MAT-01091,4005,24.48,98042.4,DELIVERED
POL-0005507,PO-2025-03281,1,MAT-00993,2764,21.06,58209.84,DELIVERED
POL-0005508,PO-2025-03282,1,MAT-01083,1691,17.97,30387.27,DELIVERED
POL-0005509,PO-2025-03283,1,MAT-00710,352,162.07,57048.64,DELIVERED
POL-0005510,PO-2025-03284,1,MAT-01097,3403,29.26,99571.78,DELIVERED
POL-0005511,PO-2025-03284,2,MAT-00800,314,26.27,8248.78,DELIVERED
POL-0005512,PO-2025-03285,1,MAT-00892,145,43.57,6317.65,DELIVERED
POL-0005513,PO-2025-03286,1,MAT-00990,39,26.97,1051.83,DELIVERED
POL-0005514,PO-2025-03287,1,MAT-01040,212,86.86,18414.32,DELIVERED
POL-0005515,PO-2025-03288,1,MAT-00167,3675,67.37,247584.75,DELIVERED
POL-0005516,PO-2025-03288,2,MAT-00453,150,9.49,1423.5,DELIVERED
POL-0005517,PO-2025-03289,1,MAT-00384,104,13.47,1400.88,OVERDUE
POL-0005518,PO-2025-03290,1,MAT-00588,800,10.35,8280.0,DELIVERED
POL-0005519,PO-2025-03291,1,MAT-00583,1896,55.31,104867.76,DELIVERED
POL-0005520,PO-2025-03292,1,MAT-00621,1978,9.78,19344.84,DELIVERED
POL-0005521,PO-2025-03292,2,MAT-00962,70,102.48,7173.6,DELIVERED
POL-0005522,PO-2025-03292,3,MAT-00276,175,45.13,7897.75,DELIVERED
POL-0005523,PO-2025-03293,1,MAT-00480,202,96.46,19484.92,PENDING
POL-0005524,PO-2025-03293,2,MAT-00689,97,57.33,5561.01,PENDING
POL-0005525,PO-2025-03294,1,MAT-00762,72,28.94,2083.68,PENDING
POL-0005526,PO-2025-03294,2,MAT-01199,920,34.48,31721.6,PENDING
POL-0005527,PO-2025-03295,1,MAT-00042,74,32.69,2419.06,DELIVERED
POL-0005528,PO-2025-03295,2,MAT-00827,4664,151.97,708788.08,DELIVERED
POL-0005529,PO-2025-03296,1,MAT-01076,288,15.38,4429.44,DELIVERED
POL-0005530,PO-2025-03297,1,MAT-01131,118,38.46,4538.28,CANCELLED
POL-0005531,PO-2025-03298,1,MAT-00507,4251,13.18,56028.18,DELIVERED
POL-0005532,PO-2025-03298,2,MAT-00507,4470,13.18,58914.6,DELIVERED
POL-0005533,PO-2025-03299,1,MAT-00789,907,25.4,23037.8,PENDING
POL-0005534,PO-2025-03299,2,MAT-01022,753,14.64,11023.92,PENDING
POL-0005535,PO-2025-03300,1,MAT-00668,3744,137.32,514126.08,DELIVERED
POL-0005536,PO-2025-03300,2,MAT-00599,105,16.78,1761.9,DELIVERED
POL-0005537,PO-2025-03301,1,MAT-00746,814,10.92,8888.88,DELIVERED
POL-0005538,PO-2025-03301,2,MAT-00056,1872,65.62,122840.64,DELIVERED
POL-0005539,PO-2025-03302,1,MAT-00036,397,6.28,2493.16,DELIVERED
POL-0005540,PO-2025-03302,2,MAT-00729,39,15.56,606.84,DELIVERED
POL-0005541,PO-2025-03303,1,MAT-01059,1950,48.3,94185.0,PENDING
POL-0005542,PO-2025-03304,1,MAT-00682,74,7.46,552.04,DELIVERED
POL-0005543,PO-2025-03305,1,MAT-00940,1020,14.26,14545.2,DELIVERED
POL-0005544,PO-2025-03305,2,MAT-00906,165,28.07,4631.55,DELIVERED
POL-0005545,PO-2025-03306,1,MAT-00647,368,1.63,599.84,DELIVERED
POL-0005546,PO-2025-03306,2,MAT-00623,25,213.25,5331.25,DELIVERED
POL-0005547,PO-2025-03306,3,MAT-00675,384,5.74,2204.16,DELIVERED
POL-0005548,PO-2025-03306,4,MAT-00411,94,58.42,5491.48,DELIVERED
POL-0005549,PO-2025-03307,1,MAT-00005,1753,21.07,36935.71,DELIVERED
POL-0005550,PO-2025-03308,1,MAT-00291,1132,21.89,24779.48,OVERDUE
POL-0005551,PO-2025-03308,2,MAT-00929,3963,144.62,573129.06,OVERDUE
POL-0005552,PO-2025-03308,3,MAT-00050,119,3.6,428.4,OVERDUE
POL-0005553,PO-2025-03309,1,MAT-00389,1259,70.87,89225.33,DELIVERED
POL-0005554,PO-2025-03310,1,MAT-00264,98,8.15,798.7,IN_TRANSIT
POL-0005555,PO-2025-03311,1,MAT-00922,118,7.6,896.8,DELIVERED
POL-0005556,PO-2025-03311,2,MAT-00460,279,6.99,1950.21,DELIVERED
POL-0005557,PO-2025-03311,3,MAT-01141,4083,20.07,81945.81,DELIVERED
POL-0005558,PO-2025-03312,1,MAT-00229,141,11.05,1558.05,DELIVERED
POL-0005559,PO-2025-03313,1,MAT-00495,215,132.83,28558.45,DELIVERED
POL-0005560,PO-2025-03313,2,MAT-01084,124,229.9,28507.6,DELIVERED
POL-0005561,PO-2025-03314,1,MAT-00442,150,24.22,3633.0,DELIVERED
POL-0005562,PO-2025-03314,2,MAT-00871,1028,22.39,23016.92,DELIVERED
POL-0005563,PO-2025-03315,1,MAT-01057,2578,27.41,70662.98,DELIVERED
POL-0005564,PO-2025-03316,1,MAT-00689,124,57.33,7108.92,OVERDUE
POL-0005565,PO-2025-03317,1,MAT-00717,200,30.37,6074.0,DELIVERED
POL-0005566,PO-2025-03317,2,MAT-00670,2162,91.39,197585.18,DELIVERED
POL-0005567,PO-2025-03318,1,MAT-00007,120,139.18,16701.6,DELIVERED
POL-0005568,PO-2025-03318,2,MAT-00025,1087,13.45,14620.15,DELIVERED
POL-0005569,PO-2025-03319,1,MAT-00367,57,33.11,1887.27,DELIVERED
POL-0005570,PO-2025-03320,1,MAT-00667,216,20.06,4332.96,DELIVERED
POL-0005571,PO-2025-03321,1,MAT-00737,538,31.25,16812.5,DELIVERED
POL-0005572,PO-2025-03322,1,MAT-00234,143,11.9,1701.7,DELIVERED
POL-0005573,PO-2025-03323,1,MAT-00621,1842,9.78,18014.76,DELIVERED
POL-0005574,PO-2025-03324,1,MAT-00877,63,14.6,919.8,DELIVERED
POL-0005575,PO-2025-03325,1,MAT-00895,1050,109.37,114838.5,DELIVERED
POL-0005576,PO-2025-03326,1,MAT-00730,1171,10.79,12635.09,DELIVERED
POL-0005577,PO-2025-03326,2,MAT-00617,56,28.11,1574.16,DELIVERED
POL-0005578,PO-2025-03326,3,MAT-01135,83,18.83,1562.89,DELIVERED
POL-0005579,PO-2025-03327,1,MAT-00267,3491,145.15,506718.65,DELIVERED
POL-0005580,PO-2025-03327,2,MAT-00077,235,30.35,7132.25,DELIVERED
POL-0005581,PO-2025-03327,3,MAT-00788,1120,40.01,44811.2,DELIVERED
POL-0005582,PO-2025-03328,1,MAT-00631,378,4.35,1644.3,DELIVERED
POL-0005583,PO-2025-03329,1,MAT-01037,324,6.68,2164.32,DELIVERED
POL-0005584,PO-2025-03330,1,MAT-00827,2451,151.97,372478.47,DELIVERED
POL-0005585,PO-2025-03331,1,MAT-01045,48,22.55,1082.4,DELIVERED
POL-0005586,PO-2025-03331,2,MAT-00133,412,7.66,3155.92,DELIVERED
POL-0005587,PO-2025-03332,1,MAT-00608,1033,6.22,6425.26,DELIVERED
POL-0005588,PO-2025-03332,2,MAT-00834,2605,11.89,30973.45,DELIVERED
POL-0005589,PO-2025-03333,1,MAT-00508,92,9.86,907.12,DELIVERED
POL-0005590,PO-2025-03334,1,MAT-01124,3897,6.69,26070.93,DELIVERED
POL-0005591,PO-2025-03334,2,MAT-01114,209,46.78,9777.02,DELIVERED
POL-0005592,PO-2025-03334,3,MAT-00855,74,128.91,9539.34,DELIVERED
POL-0005593,PO-2025-03335,1,MAT-00340,62,14.49,898.38,DELIVERED
POL-0005594,PO-2025-03335,2,MAT-00897,30,19.49,584.7,DELIVERED
POL-0005595,PO-2025-03336,1,MAT-01187,240,9.34,2241.6,DELIVERED
POL-0005596,PO-2025-03336,2,MAT-01027,121,28.8,3484.8,DELIVERED
POL-0005597,PO-2025-03336,3,MAT-00816,487,4.83,2352.21,DELIVERED
POL-0005598,PO-2025-03337,1,MAT-01093,350,59.23,20730.5,OVERDUE
POL-0005599,PO-2025-03338,1,MAT-00603,159,65.44,10404.96,IN_TRANSIT
POL-0005600,PO-2025-03338,2,MAT-00748,121,11.55,1397.55,IN_TRANSIT
POL-0005601,PO-2025-03339,1,MAT-00781,2490,29.37,73131.3,DELIVERED
POL-0005602,PO-2025-03340,1,MAT-00758,469,29.62,13891.78,DELIVERED
POL-0005603,PO-2025-03340,2,MAT-00222,150,3.54,531.0,DELIVERED
POL-0005604,PO-2025-03340,3,MAT-00825,168,14.59,2451.12,DELIVERED
POL-0005605,PO-2025-03341,1,MAT-00927,4023,15.13,60867.99,DELIVERED
POL-0005606,PO-2025-03342,1,MAT-01197,1191,23.44,27917.04,DELIVERED
POL-0005607,PO-2025-03342,2,MAT-01001,530,112.37,59556.1,DELIVERED
POL-0005608,PO-2025-03343,1,MAT-00077,180,30.35,5463.0,DELIVERED
POL-0005609,PO-2025-03343,2,MAT-00184,2016,43.08,86849.28,DELIVERED
POL-0005610,PO-2025-03343,3,MAT-01016,34,34.28,1165.52,DELIVERED
POL-0005611,PO-2025-03344,1,MAT-00869,107,57.93,6198.51,DELIVERED
POL-0005612,PO-2025-03344,2,MAT-00543,108,42.16,4553.28,DELIVERED
POL-0005613,PO-2025-03344,3,MAT-00518,697,8.68,6049.96,DELIVERED
POL-0005614,PO-2025-03345,1,MAT-00855,35,128.91,4511.85,DELIVERED
POL-0005615,PO-2025-03346,1,MAT-00380,181,10.13,1833.53,DELIVERED
POL-0005616,PO-2025-03347,1,MAT-00294,67,62.71,4201.57,DELIVERED
POL-0005617,PO-2025-03348,1,MAT-01175,161,10.94,1761.34,OVERDUE
POL-0005618,PO-2025-03348,2,MAT-00521,844,4.17,3519.48,OVERDUE
POL-0005619,PO-2025-03348,3,MAT-00994,2156,13.17,28394.52,OVERDUE
POL-0005620,PO-2025-03349,1,MAT-00277,1388,30.42,42222.96,DELIVERED
POL-0005621,PO-2025-03349,2,MAT-00804,236,14.02,3308.72,DELIVERED
POL-0005622,PO-2025-03349,3,MAT-00338,224,17.48,3915.52,DELIVERED
POL-0005623,PO-2025-03350,1,MAT-00356,212,7.8,1653.6,DELIVERED
POL-0005624,PO-2025-03350,2,MAT-00248,1121,12.46,13967.66,DELIVERED
POL-0005625,PO-2025-03350,3,MAT-00536,2189,25.16,55075.24,DELIVERED
POL-0005626,PO-2025-03351,1,MAT-00554,1204,32.22,38792.88,DELIVERED
POL-0005627,PO-2025-03352,1,MAT-00579,2541,4.58,11637.78,IN_TRANSIT
POL-0005628,PO-2025-03353,1,MAT-01141,1609,20.07,32292.63,DELIVERED
POL-0005629,PO-2025-03354,1,MAT-00181,244,49.25,12017.0,OVERDUE
POL-0005630,PO-2025-03354,2,MAT-00149,2184,44.52,97231.68,OVERDUE
POL-0005631,PO-2025-03354,3,MAT-01179,1834,8.13,14910.42,OVERDUE
POL-0005632,PO-2025-03355,1,MAT-00560,589,16.8,9895.2,DELIVERED
POL-0005633,PO-2025-03355,2,MAT-00754,1303,83.19,108396.57,DELIVERED
POL-0005634,PO-2025-03355,3,MAT-01109,75,12.76,957.0,DELIVERED
POL-0005635,PO-2025-03356,1,MAT-00127,720,9.12,6566.4,DELIVERED
POL-0005636,PO-2025-03357,1,MAT-00310,28,19.19,537.32,IN_TRANSIT
POL-0005637,PO-2025-03358,1,MAT-00378,4132,32.63,134827.16,DELIVERED
POL-0005638,PO-2025-03359,1,MAT-00311,99,19.43,1923.57,PENDING
POL-0005639,PO-2025-03360,1,MAT-00317,2718,55.54,150957.72,DELIVERED
POL-0005640,PO-2025-03360,2,MAT-00597,68,19.38,1317.84,DELIVERED
POL-0005641,PO-2025-03360,3,MAT-00688,1161,17.7,20549.7,DELIVERED
POL-0005642,PO-2025-03361,1,MAT-01042,696,14.79,10293.84,DELIVERED
POL-0005643,PO-2025-03362,1,MAT-00938,342,54.51,18642.42,CANCELLED
POL-0005644,PO-2025-03363,1,MAT-00398,453,119.47,54119.91,DELIVERED
POL-0005645,PO-2025-03364,1,MAT-00322,853,53.98,46044.94,DELIVERED
POL-0005646,PO-2025-03364,2,MAT-00010,463,46.25,21413.75,DELIVERED
POL-0005647,PO-2025-03365,1,MAT-00677,89,7.13,634.57,DELIVERED
POL-0005648,PO-2025-03365,2,MAT-00429,4053,85.43,346247.79,DELIVERED
POL-0005649,PO-2025-03365,3,MAT-00066,176,124.59,21927.84,DELIVERED
POL-0005650,PO-2025-03366,1,MAT-00813,84,137.77,11572.68,OVERDUE
POL-0005651,PO-2025-03367,1,MAT-00700,930,22.01,20469.3,DELIVERED
POL-0005652,PO-2025-03368,1,MAT-00454,4891,46.37,226795.67,DELIVERED
POL-0005653,PO-2025-03369,1,MAT-00197,427,10.51,4487.77,DELIVERED
POL-0005654,PO-2025-03370,1,MAT-00323,36,10.79,388.44,DELIVERED
POL-0005655,PO-2025-03371,1,MAT-00455,102,15.14,1544.28,DELIVERED
POL-0005656,PO-2025-03372,1,MAT-00494,211,10.66,2249.26,DELIVERED
POL-0005657,PO-2025-03373,1,MAT-00651,1024,193.06,197693.44,PENDING
POL-0005658,PO-2025-03373,2,MAT-00026,3000,30.32,90960.0,PENDING
POL-0005659,PO-2025-03374,1,MAT-00376,575,10.96,6302.0,DELIVERED
POL-0005660,PO-2025-03375,1,MAT-00290,2403,12.44,29893.32,DELIVERED
POL-0005661,PO-2025-03376,1,MAT-01131,35,38.46,1346.1,OVERDUE
POL-0005662,PO-2025-03376,2,MAT-01127,1243,35.07,43592.01,OVERDUE
POL-0005663,PO-2025-03376,3,MAT-00300,1118,48.83,54591.94,OVERDUE
POL-0005664,PO-2025-03376,4,MAT-00873,242,5.67,1372.14,OVERDUE
