inspection_id,receipt_id,material_id,supplier_id,inspection_date,sample_size,defect_count,defect_ppm,defect_type_code,disposition,inspector_id
QC-0004603,GR-0004603,MAT-00875,SUP-0093,2026-04-14,220,45,204545,DEF_PACKAGING,REJECTED,INSP-108
QC-0004604,GR-0004604,MAT-00527,SUP-0055,2026-03-25,45,1,22222,DEF_CONTAMINATION,CONCESSION,INSP-122
QC-0004605,GR-0004605,MAT-00200,SUP-0104,2025-03-17,455,25,54945,DEF_DIMENSIONAL,REJECTED,INSP-111
QC-0004606,GR-0004606,MAT-00506,SUP-0104,2025-03-23,594,40,67340,DEF_DIMENSIONAL,REJECTED,INSP-118
QC-0004607,GR-0004607,MAT-01143,SUP-0067,2026-02-18,23,2,86956,DEF_SURFACE,REJECTED,INSP-107
QC-0004608,GR-0004608,MAT-00961,SUP-0065,2025-11-30,35,9,257142,DEF_DIMENSIONAL,REJECTED,INSP-104
QC-0004609,GR-0004609,MAT-00266,SUP-0105,2025-11-23,111,3,27027,DEF_CONTAMINATION,CONCESSION,INSP-104
QC-0004610,GR-0004610,MAT-00924,SUP-0105,2025-11-22,611,10,16366,DEF_DIMENSIONAL,CONCESSION,INSP-121
QC-0004611,GR-0004611,MAT-00934,SUP-0105,2025-11-21,21,0,0,,ACCEPTED,INSP-118
QC-0004612,GR-0004612,MAT-01068,SUP-0022,2026-02-05,159,4,25157,DEF_METALLURGY,CONCESSION,INSP-106
QC-0004613,GR-0004613,MAT-00633,SUP-0022,2026-02-02,102,0,0,,ACCEPTED,INSP-102
QC-0004614,GR-0004614,MAT-00072,SUP-0022,2026-02-01,10,1,100000,DEF_METALLURGY,REJECTED,INSP-106
QC-0004615,GR-0004615,MAT-00776,SUP-0004,2025-09-13,152,18,118421,DEF_PACKAGING,REJECTED,INSP-120
QC-0004616,GR-0004616,MAT-01002,SUP-0027,2025-12-11,118,14,118644,DEF_ELECTRICAL,REJECTED,INSP-107
QC-0004617,GR-0004617,MAT-00638,SUP-0098,2026-03-31,14,2,142857,DEF_ELECTRICAL,REJECTED,INSP-112
QC-0004618,GR-0004618,MAT-00501,SUP-0090,2025-06-20,18,0,0,,ACCEPTED,INSP-113
QC-0004619,GR-0004619,MAT-00650,SUP-0090,2025-06-13,33,2,60606,DEF_METALLURGY,REJECTED,INSP-108
QC-0004620,GR-0004620,MAT-00167,SUP-0046,2026-02-08,597,36,60301,DEF_ELECTRICAL,REJECTED,INSP-101
QC-0004621,GR-0004621,MAT-00912,SUP-0042,2025-10-12,460,28,60869,DEF_PACKAGING,REJECTED,INSP-105
QC-0004622,GR-0004622,MAT-00890,SUP-0042,2025-10-07,27,4,148148,DEF_PACKAGING,REJECTED,INSP-109
QC-0004623,GR-0004623,MAT-00849,SUP-0010,2025-02-28,58,3,51724,DEF_SURFACE,REJECTED,INSP-116
QC-0004624,GR-0004624,MAT-00672,SUP-0090,2025-10-29,29,3,103448,DEF_PACKAGING,REJECTED,INSP-110
QC-0004625,GR-0004625,MAT-00355,SUP-0090,2025-11-03,14,1,71428,DEF_CONTAMINATION,REJECTED,INSP-120
QC-0004626,GR-0004626,MAT-00681,SUP-0101,2025-08-27,44,3,68181,DEF_SURFACE,REJECTED,INSP-115
QC-0004627,GR-0004627,MAT-01170,SUP-0055,2026-02-27,34,0,0,,ACCEPTED,INSP-102
QC-0004628,GR-0004628,MAT-01195,SUP-0041,2025-10-06,38,3,78947,DEF_ELECTRICAL,REJECTED,INSP-121
QC-0004629,GR-0004629,MAT-01011,SUP-0041,2025-10-01,278,26,93525,DEF_ELECTRICAL,REJECTED,INSP-120
QC-0004630,GR-0004630,MAT-01168,SUP-0041,2025-10-08,10,1,100000,DEF_PACKAGING,REJECTED,INSP-121
QC-0004631,GR-0004631,MAT-00981,SUP-0041,2025-10-03,48,4,83333,DEF_SURFACE,REJECTED,INSP-116
QC-0004632,GR-0004632,MAT-00315,SUP-0071,2026-03-20,22,3,136363,DEF_METALLURGY,REJECTED,INSP-103
QC-0004633,GR-0004633,MAT-00062,SUP-0071,2026-03-21,10,0,0,,ACCEPTED,INSP-111
QC-0004634,GR-0004634,MAT-00524,SUP-0103,2025-02-27,96,20,208333,DEF_CONTAMINATION,REJECTED,INSP-101
QC-0004635,GR-0004635,MAT-00655,SUP-0103,2025-03-13,100,12,120000,DEF_CONTAMINATION,REJECTED,INSP-104
QC-0004636,GR-0004636,MAT-01001,SUP-0030,2025-10-13,152,17,111842,DEF_DIMENSIONAL,REJECTED,INSP-117
QC-0004637,GR-0004637,MAT-00088,SUP-0030,2025-10-04,489,58,118609,DEF_DIMENSIONAL,REJECTED,INSP-115
QC-0004638,GR-0004638,MAT-00815,SUP-0030,2025-10-07,375,49,130666,DEF_CONTAMINATION,REJECTED,INSP-113
QC-0004639,GR-0004639,MAT-00029,SUP-0060,2025-08-29,70,8,114285,DEF_ELECTRICAL,REJECTED,INSP-105
QC-0004640,GR-0004640,MAT-00991,SUP-0060,2025-08-28,17,2,117647,DEF_DIMENSIONAL,REJECTED,INSP-114
QC-0004641,GR-0004641,MAT-00559,SUP-0068,2025-08-18,53,1,18867,DEF_ELECTRICAL,CONCESSION,INSP-111
QC-0004642,GR-0004642,MAT-00808,SUP-0068,2025-08-21,202,3,14851,DEF_METALLURGY,CONCESSION,INSP-123
QC-0004643,GR-0004643,MAT-00264,SUP-0115,2025-05-23,17,3,176470,DEF_ELECTRICAL,REJECTED,INSP-111
QC-0004644,GR-0004644,MAT-00936,SUP-0115,2025-05-22,224,21,93750,DEF_METALLURGY,REJECTED,INSP-121
QC-0004645,GR-0004645,MAT-00952,SUP-0115,2025-05-25,10,2,200000,DEF_CONTAMINATION,REJECTED,INSP-105
QC-0004646,GR-0004646,MAT-00680,SUP-0065,2025-08-10,303,23,75907,DEF_METALLURGY,REJECTED,INSP-115
QC-0004647,GR-0004647,MAT-00482,SUP-0065,2025-08-17,10,0,0,,ACCEPTED,INSP-107
QC-0004648,GR-0004648,MAT-00885,SUP-0065,2025-08-11,213,16,75117,DEF_METALLURGY,REJECTED,INSP-118
QC-0004649,GR-0004649,MAT-00917,SUP-0083,2025-12-24,58,1,17241,DEF_METALLURGY,CONCESSION,INSP-119
QC-0004650,GR-0004650,MAT-00267,SUP-0003,2025-09-19,178,24,134831,DEF_SURFACE,REJECTED,INSP-122
QC-0004651,GR-0004651,MAT-00143,SUP-0099,2025-10-24,10,0,0,,ACCEPTED,INSP-117
QC-0004652,GR-0004652,MAT-00526,SUP-0099,2025-10-22,75,1,13333,DEF_PACKAGING,CONCESSION,INSP-106
QC-0004653,GR-0004653,MAT-00978,SUP-0101,2025-10-25,15,0,0,,ACCEPTED,INSP-116
QC-0004654,GR-0004654,MAT-00185,SUP-0110,2025-11-21,305,21,68852,DEF_SURFACE,REJECTED,INSP-112
QC-0004655,GR-0004655,MAT-00755,SUP-0119,2025-10-16,61,4,65573,DEF_METALLURGY,REJECTED,INSP-122
QC-0004656,GR-0004656,MAT-00104,SUP-0119,2025-10-21,10,1,100000,DEF_PACKAGING,REJECTED,INSP-114
QC-0004657,GR-0004657,MAT-00714,SUP-0119,2025-10-14,30,5,166666,DEF_ELECTRICAL,REJECTED,INSP-101
QC-0004658,GR-0004658,MAT-00793,SUP-0079,2025-06-17,208,20,96153,DEF_DIMENSIONAL,REJECTED,INSP-104
QC-0004659,GR-0004659,MAT-01148,SUP-0048,2025-05-16,563,29,51509,DEF_DIMENSIONAL,REJECTED,INSP-113
QC-0004660,GR-0004660,MAT-00610,SUP-0070,2025-10-23,599,152,253756,DEF_PACKAGING,REJECTED,INSP-113
QC-0004661,GR-0004661,MAT-00148,SUP-0070,2025-10-24,129,35,271317,DEF_DIMENSIONAL,REJECTED,INSP-112
QC-0004662,GR-0004662,MAT-00776,SUP-0004,2025-09-28,128,17,132812,DEF_DIMENSIONAL,REJECTED,INSP-108
QC-0004663,GR-0004663,MAT-00830,SUP-0004,2025-09-27,552,67,121376,DEF_ELECTRICAL,REJECTED,INSP-118
QC-0004664,GR-0004664,MAT-00485,SUP-0064,2025-10-02,11,2,181818,DEF_METALLURGY,REJECTED,INSP-102
QC-0004665,GR-0004665,MAT-00808,SUP-0064,2025-10-04,284,28,98591,DEF_METALLURGY,REJECTED,INSP-122
QC-0004666,GR-0004666,MAT-00524,SUP-0064,2025-09-30,70,3,42857,DEF_CONTAMINATION,REJECTED,INSP-113
QC-0004667,GR-0004667,MAT-00079,SUP-0064,2025-10-01,12,0,0,,ACCEPTED,INSP-112
QC-0004668,GR-0004668,MAT-00131,SUP-0012,2025-07-16,187,16,85561,DEF_METALLURGY,REJECTED,INSP-125
QC-0004669,GR-0004669,MAT-00127,SUP-0104,2026-02-28,55,2,36363,DEF_METALLURGY,CONCESSION,INSP-106
QC-0004670,GR-0004670,MAT-00111,SUP-0104,2026-02-26,365,22,60273,DEF_SURFACE,REJECTED,INSP-114
QC-0004671,GR-0004671,MAT-00159,SUP-0039,2025-07-01,13,1,76923,DEF_ELECTRICAL,REJECTED,INSP-124
QC-0004672,GR-0004672,MAT-00114,SUP-0048,2026-01-17,10,0,0,,ACCEPTED,INSP-107
QC-0004673,GR-0004673,MAT-00401,SUP-0048,2026-01-16,67,2,29850,DEF_DIMENSIONAL,CONCESSION,INSP-124
QC-0004674,GR-0004674,MAT-00976,SUP-0033,2025-06-24,35,4,114285,DEF_SURFACE,REJECTED,INSP-124
QC-0004675,GR-0004675,MAT-00335,SUP-0087,2025-05-19,10,0,0,,ACCEPTED,INSP-108
QC-0004676,GR-0004676,MAT-00739,SUP-0096,2026-04-05,141,13,92198,DEF_SURFACE,REJECTED,INSP-125
QC-0004677,GR-0004677,MAT-00787,SUP-0096,2026-04-07,51,5,98039,DEF_SURFACE,REJECTED,INSP-114
QC-0004678,GR-0004678,MAT-00197,SUP-0096,2026-04-06,34,1,29411,DEF_DIMENSIONAL,CONCESSION,INSP-101
QC-0004679,GR-0004679,MAT-01125,SUP-0096,2026-04-08,12,1,83333,DEF_PACKAGING,REJECTED,INSP-124
QC-0004680,GR-0004680,MAT-00980,SUP-0001,2025-09-05,27,8,296296,DEF_METALLURGY,REJECTED,INSP-117
QC-0004681,GR-0004681,MAT-00215,SUP-0001,2025-09-11,10,1,100000,DEF_DIMENSIONAL,REJECTED,INSP-119
QC-0004682,GR-0004682,MAT-00264,SUP-0115,2026-03-16,10,0,0,,ACCEPTED,INSP-122
QC-0004683,GR-0004683,MAT-00132,SUP-0012,2025-12-10,69,8,115942,DEF_PACKAGING,REJECTED,INSP-104
QC-0004684,GR-0004684,MAT-00737,SUP-0012,2025-12-09,112,11,98214,DEF_DIMENSIONAL,REJECTED,INSP-114
QC-0004685,GR-0004685,MAT-00172,SUP-0012,2025-12-03,28,2,71428,DEF_DIMENSIONAL,REJECTED,INSP-109
QC-0004686,GR-0004686,MAT-00139,SUP-0118,2025-06-02,10,1,100000,DEF_SURFACE,REJECTED,INSP-104
QC-0004687,GR-0004687,MAT-00724,SUP-0118,2025-06-10,313,39,124600,DEF_ELECTRICAL,REJECTED,INSP-116
QC-0004688,GR-0004688,MAT-00321,SUP-0049,2025-08-22,113,6,53097,DEF_DIMENSIONAL,REJECTED,INSP-101
QC-0004689,GR-0004689,MAT-01120,SUP-0023,2026-03-15,17,0,0,,ACCEPTED,INSP-111
QC-0004690,GR-0004690,MAT-00400,SUP-0023,2026-03-17,15,1,66666,DEF_DIMENSIONAL,REJECTED,INSP-116
QC-0004691,GR-0004691,MAT-00310,SUP-0023,2026-03-18,15,0,0,,ACCEPTED,INSP-106
QC-0004692,GR-0004692,MAT-01121,SUP-0068,2025-07-21,20,0,0,,ACCEPTED,INSP-112
QC-0004693,GR-0004693,MAT-00899,SUP-0051,2026-03-17,360,17,47222,DEF_METALLURGY,REJECTED,INSP-112
QC-0004694,GR-0004694,MAT-00840,SUP-0051,2026-03-20,30,1,33333,DEF_METALLURGY,CONCESSION,INSP-118
QC-0004695,GR-0004695,MAT-00321,SUP-0051,2026-03-17,198,4,20202,DEF_PACKAGING,CONCESSION,INSP-119
QC-0004696,GR-0004696,MAT-00635,SUP-0041,2025-03-16,162,11,67901,DEF_METALLURGY,REJECTED,INSP-111
QC-0004697,GR-0004697,MAT-00932,SUP-0041,2025-03-20,280,22,78571,DEF_PACKAGING,REJECTED,INSP-120
QC-0004698,GR-0004698,MAT-01065,SUP-0048,2025-12-13,111,4,36036,DEF_SURFACE,CONCESSION,INSP-108
QC-0004699,GR-0004699,MAT-01128,SUP-0048,2025-12-10,17,3,176470,DEF_ELECTRICAL,REJECTED,INSP-122
QC-0004700,GR-0004700,MAT-00101,SUP-0048,2025-12-17,116,4,34482,DEF_SURFACE,CONCESSION,INSP-121
QC-0004701,GR-0004701,MAT-00101,SUP-0004,2026-02-27,177,19,107344,DEF_PACKAGING,REJECTED,INSP-106
QC-0004702,GR-0004702,MAT-00656,SUP-0088,2026-04-11,483,11,22774,DEF_SURFACE,CONCESSION,INSP-106
QC-0004703,GR-0004703,MAT-00862,SUP-0088,2026-04-11,22,0,0,,ACCEPTED,INSP-103
QC-0004704,GR-0004704,MAT-01008,SUP-0088,2026-04-11,157,5,31847,DEF_METALLURGY,CONCESSION,INSP-110
QC-0004705,GR-0004705,MAT-00533,SUP-0096,2026-03-13,208,10,48076,DEF_DIMENSIONAL,REJECTED,INSP-105
QC-0004706,GR-0004706,MAT-01123,SUP-0096,2026-03-08,18,0,0,,ACCEPTED,INSP-122
QC-0004707,GR-0004707,MAT-00772,SUP-0091,2026-04-02,151,6,39735,DEF_SURFACE,CONCESSION,INSP-108
QC-0004708,GR-0004708,MAT-00497,SUP-0103,2025-08-29,315,42,133333,DEF_SURFACE,REJECTED,INSP-113
QC-0004709,GR-0004709,MAT-01176,SUP-0002,2025-09-15,34,1,29411,DEF_SURFACE,CONCESSION,INSP-105
QC-0004710,GR-0004710,MAT-00303,SUP-0050,2025-09-19,10,1,100000,DEF_CONTAMINATION,REJECTED,INSP-114
QC-0004711,GR-0004711,MAT-00153,SUP-0048,2025-10-30,13,0,0,,ACCEPTED,INSP-101
QC-0004712,GR-0004712,MAT-00237,SUP-0070,2026-01-29,301,66,219269,DEF_METALLURGY,REJECTED,INSP-122
QC-0004713,GR-0004713,MAT-00268,SUP-0070,2026-01-18,600,160,266666,DEF_METALLURGY,REJECTED,INSP-109
QC-0004714,GR-0004714,MAT-00055,SUP-0054,2025-07-26,363,24,66115,DEF_METALLURGY,REJECTED,INSP-108
QC-0004715,GR-0004715,MAT-01091,SUP-0034,2025-07-25,515,21,40776,DEF_PACKAGING,REJECTED,INSP-104
QC-0004716,GR-0004716,MAT-00993,SUP-0060,2025-09-28,414,32,77294,DEF_DIMENSIONAL,REJECTED,INSP-124
QC-0004717,GR-0004717,MAT-01083,SUP-0017,2026-01-20,253,65,256916,DEF_METALLURGY,REJECTED,INSP-124
QC-0004718,GR-0004718,MAT-00710,SUP-0096,2026-02-24,52,7,134615,DEF_METALLURGY,REJECTED,INSP-118
QC-0004719,GR-0004719,MAT-01097,SUP-0095,2026-01-31,510,9,17647,DEF_CONTAMINATION,CONCESSION,INSP-116
QC-0004720,GR-0004720,MAT-00800,SUP-0095,2026-01-31,47,1,21276,DEF_ELECTRICAL,CONCESSION,INSP-107
QC-0004721,GR-0004721,MAT-00892,SUP-0099,2026-01-04,21,0,0,,ACCEPTED,INSP-107
QC-0004722,GR-0004722,MAT-00990,SUP-0004,2025-07-27,10,0,0,,ACCEPTED,INSP-121
QC-0004723,GR-0004723,MAT-01040,SUP-0113,2025-12-10,31,2,64516,DEF_SURFACE,REJECTED,INSP-112
QC-0004724,GR-0004724,MAT-00167,SUP-0046,2025-06-11,551,29,52631,DEF_CONTAMINATION,REJECTED,INSP-117
QC-0004725,GR-0004725,MAT-00453,SUP-0046,2025-06-07,22,0,0,,ACCEPTED,INSP-115
QC-0004726,GR-0004726,MAT-00384,SUP-0034,2025-10-20,11,0,0,,ACCEPTED,INSP-103
QC-0004727,GR-0004727,MAT-00588,SUP-0052,2025-11-09,120,9,75000,DEF_METALLURGY,REJECTED,INSP-102
QC-0004728,GR-0004728,MAT-00583,SUP-0064,2025-04-28,284,22,77464,DEF_METALLURGY,REJECTED,INSP-113
QC-0004729,GR-0004729,MAT-00621,SUP-0009,2025-10-15,296,49,165540,DEF_SURFACE,REJECTED,INSP-113
QC-0004730,GR-0004730,MAT-00962,SUP-0009,2025-11-01,10,2,200000,DEF_METALLURGY,REJECTED,INSP-111
QC-0004731,GR-0004731,MAT-00276,SUP-0009,2025-10-10,18,3,166666,DEF_DIMENSIONAL,REJECTED,INSP-108
QC-0004732,GR-0004732,MAT-00042,SUP-0065,2025-10-22,11,1,90909,DEF_METALLURGY,REJECTED,INSP-112
QC-0004733,GR-0004733,MAT-00827,SUP-0065,2025-10-21,766,84,109660,DEF_DIMENSIONAL,REJECTED,INSP-113
QC-0004734,GR-0004734,MAT-01076,SUP-0079,2025-05-05,43,3,69767,DEF_METALLURGY,REJECTED,INSP-122
QC-0004735,GR-0004735,MAT-00507,SUP-0041,2025-10-24,637,58,91051,DEF_PACKAGING,REJECTED,INSP-125
QC-0004736,GR-0004736,MAT-00507,SUP-0041,2025-10-27,670,61,91044,DEF_ELECTRICAL,REJECTED,INSP-112
QC-0004737,GR-0004737,MAT-00668,SUP-0086,2025-06-22,561,6,10695,DEF_CONTAMINATION,CONCESSION,INSP-121
QC-0004738,GR-0004738,MAT-00599,SUP-0086,2025-06-21,15,0,0,,ACCEPTED,INSP-114
QC-0004739,GR-0004739,MAT-00746,SUP-0093,2026-03-13,122,33,270491,DEF_SURFACE,REJECTED,INSP-112
QC-0004740,GR-0004740,MAT-00056,SUP-0093,2026-03-30,280,54,192857,DEF_SURFACE,REJECTED,INSP-101
QC-0004741,GR-0004741,MAT-00036,SUP-0048,2025-06-30,59,3,50847,DEF_METALLURGY,REJECTED,INSP-121
QC-0004742,GR-0004742,MAT-00729,SUP-0048,2025-06-28,10,3,300000,DEF_CONTAMINATION,REJECTED,INSP-101
QC-0004743,GR-0004743,MAT-00682,SUP-0085,2025-10-05,11,1,90909,DEF_SURFACE,REJECTED,INSP-106
QC-0004744,GR-0004744,MAT-00940,SUP-0037,2026-02-16,153,8,52287,DEF_CONTAMINATION,REJECTED,INSP-120
QC-0004745,GR-0004745,MAT-00906,SUP-0037,2026-02-22,24,1,41666,DEF_CONTAMINATION,REJECTED,INSP-105
QC-0004746,GR-0004746,MAT-00647,SUP-0084,2025-10-14,55,6,109090,DEF_CONTAMINATION,REJECTED,INSP-101
QC-0004747,GR-0004747,MAT-00623,SUP-0084,2025-10-20,10,1,100000,DEF_PACKAGING,REJECTED,INSP-110
QC-0004748,GR-0004748,MAT-00675,SUP-0084,2025-10-19,57,4,70175,DEF_DIMENSIONAL,REJECTED,INSP-119
QC-0004749,GR-0004749,MAT-00411,SUP-0084,2025-10-11,14,2,142857,DEF_ELECTRICAL,REJECTED,INSP-103
QC-0004750,GR-0004750,MAT-00005,SUP-0006,2025-12-28,262,9,34351,DEF_DIMENSIONAL,CONCESSION,INSP-101
QC-0004751,GR-0004751,MAT-00291,SUP-0059,2025-09-21,169,41,242603,DEF_PACKAGING,REJECTED,INSP-108
QC-0004752,GR-0004752,MAT-00929,SUP-0059,2025-09-23,594,93,156565,DEF_METALLURGY,REJECTED,INSP-109
QC-0004753,GR-0004753,MAT-00050,SUP-0059,2025-09-16,17,2,117647,DEF_PACKAGING,REJECTED,INSP-125
QC-0004754,GR-0004754,MAT-00389,SUP-0008,2025-07-25,188,23,122340,DEF_CONTAMINATION,REJECTED,INSP-112
QC-0004755,GR-0004755,MAT-00922,SUP-0089,2026-04-17,17,6,352941,DEF_PACKAGING,REJECTED,INSP-119
QC-0004756,GR-0004756,MAT-00460,SUP-0089,2026-04-18,41,4,97560,DEF_METALLURGY,REJECTED,INSP-113
QC-0004757,GR-0004757,MAT-01141,SUP-0089,2026-04-12,612,61,99673,DEF_METALLURGY,REJECTED,INSP-112
QC-0004758,GR-0004758,MAT-00229,SUP-0110,2026-03-28,21,3,142857,DEF_METALLURGY,REJECTED,INSP-117
QC-0004759,GR-0004759,MAT-00495,SUP-0009,2026-02-13,32,4,125000,DEF_CONTAMINATION,REJECTED,INSP-103
QC-0004760,GR-0004760,MAT-01084,SUP-0009,2026-02-09,18,3,166666,DEF_DIMENSIONAL,REJECTED,INSP-108
QC-0004761,GR-0004761,MAT-00442,SUP-0047,2026-02-25,22,1,45454,DEF_PACKAGING,REJECTED,INSP-105
QC-0004762,GR-0004762,MAT-00871,SUP-0047,2026-02-25,154,0,0,,ACCEPTED,INSP-110
QC-0004763,GR-0004763,MAT-01057,SUP-0059,2025-06-28,386,56,145077,DEF_METALLURGY,REJECTED,INSP-106
QC-0004764,GR-0004764,MAT-00689,SUP-0062,2025-10-13,19,0,0,,ACCEPTED,INSP-124
QC-0004765,GR-0004765,MAT-00717,SUP-0039,2025-10-05,30,3,100000,DEF_SURFACE,REJECTED,INSP-103
QC-0004766,GR-0004766,MAT-00670,SUP-0039,2025-10-07,324,34,104938,DEF_SURFACE,REJECTED,INSP-125
QC-0004767,GR-0004767,MAT-00007,SUP-0068,2026-01-11,12,0,0,,ACCEPTED,INSP-102
QC-0004768,GR-0004768,MAT-00025,SUP-0068,2026-01-11,163,7,42944,DEF_SURFACE,REJECTED,INSP-120
QC-0004769,GR-0004769,MAT-00367,SUP-0079,2025-10-23,10,1,100000,DEF_DIMENSIONAL,REJECTED,INSP-107
QC-0004770,GR-0004770,MAT-00667,SUP-0014,2025-08-22,23,7,304347,DEF_SURFACE,REJECTED,INSP-122
QC-0004771,GR-0004771,MAT-00737,SUP-0090,2025-12-30,63,5,79365,DEF_PACKAGING,REJECTED,INSP-116
QC-0004772,GR-0004772,MAT-00234,SUP-0092,2026-03-07,21,0,0,,ACCEPTED,INSP-101
QC-0004773,GR-0004773,MAT-00621,SUP-0009,2025-11-26,276,51,184782,DEF_CONTAMINATION,REJECTED,INSP-112
QC-0004774,GR-0004774,MAT-00877,SUP-0037,2025-07-03,10,1,100000,DEF_DIMENSIONAL,REJECTED,INSP-123
QC-0004775,GR-0004775,MAT-00895,SUP-0084,2025-08-13,157,11,70063,DEF_ELECTRICAL,REJECTED,INSP-113
QC-0004776,GR-0004776,MAT-00730,SUP-0024,2025-08-16,175,13,74285,DEF_DIMENSIONAL,REJECTED,INSP-117
QC-0004777,GR-0004777,MAT-00617,SUP-0024,2025-08-16,10,0,0,,ACCEPTED,INSP-101
QC-0004778,GR-0004778,MAT-01135,SUP-0024,2025-08-19,12,0,0,,ACCEPTED,INSP-106
QC-0004779,GR-0004779,MAT-00267,SUP-0003,2025-09-18,523,55,105162,DEF_METALLURGY,REJECTED,INSP-104
QC-0004780,GR-0004780,MAT-00077,SUP-0003,2025-09-19,35,3,85714,DEF_PACKAGING,REJECTED,INSP-116
QC-0004781,GR-0004781,MAT-00788,SUP-0003,2025-09-15,168,10,59523,DEF_SURFACE,REJECTED,INSP-116
QC-0004782,GR-0004782,MAT-00631,SUP-0086,2026-01-01,56,0,0,,ACCEPTED,INSP-101
QC-0004783,GR-0004783,MAT-01037,SUP-0049,2025-12-25,48,3,62500,DEF_ELECTRICAL,REJECTED,INSP-120
QC-0004784,GR-0004784,MAT-00827,SUP-0062,2026-02-08,367,25,68119,DEF_CONTAMINATION,REJECTED,INSP-114
QC-0004785,GR-0004785,MAT-01045,SUP-0093,2025-11-14,10,4,400000,DEF_DIMENSIONAL,REJECTED,INSP-124
QC-0004786,GR-0004786,MAT-00133,SUP-0093,2025-11-26,61,13,213114,DEF_CONTAMINATION,REJECTED,INSP-113
QC-0004787,GR-0004787,MAT-00608,SUP-0044,2026-04-15,154,24,155844,DEF_METALLURGY,REJECTED,INSP-106
QC-0004788,GR-0004788,MAT-00834,SUP-0044,2026-04-14,390,50,128205,DEF_CONTAMINATION,REJECTED,INSP-122
QC-0004789,GR-0004789,MAT-00508,SUP-0018,2025-08-08,13,4,307692,DEF_CONTAMINATION,REJECTED,INSP-113
QC-0004790,GR-0004790,MAT-01124,SUP-0020,2025-11-14,584,63,107876,DEF_ELECTRICAL,REJECTED,INSP-118
QC-0004791,GR-0004791,MAT-01114,SUP-0020,2025-11-21,31,3,96774,DEF_SURFACE,REJECTED,INSP-119
QC-0004792,GR-0004792,MAT-00855,SUP-0020,2025-11-15,11,1,90909,DEF_DIMENSIONAL,REJECTED,INSP-108
QC-0004793,GR-0004793,MAT-00340,SUP-0080,2026-03-10,10,0,0,,ACCEPTED,INSP-112
QC-0004794,GR-0004794,MAT-00897,SUP-0080,2026-03-09,10,0,0,,ACCEPTED,INSP-120
QC-0004795,GR-0004795,MAT-01187,SUP-0118,2025-08-06,36,3,83333,DEF_DIMENSIONAL,REJECTED,INSP-110
QC-0004796,GR-0004796,MAT-01027,SUP-0118,2025-07-31,18,2,111111,DEF_ELECTRICAL,REJECTED,INSP-101
QC-0004797,GR-0004797,MAT-00816,SUP-0118,2025-08-06,77,8,103896,DEF_PACKAGING,REJECTED,INSP-116
QC-0004798,GR-0004798,MAT-01093,SUP-0043,2025-06-19,52,4,76923,DEF_ELECTRICAL,REJECTED,INSP-106
QC-0004799,GR-0004799,MAT-00781,SUP-0114,2025-10-01,373,60,160857,DEF_ELECTRICAL,REJECTED,INSP-108
QC-0004800,GR-0004800,MAT-00758,SUP-0036,2026-01-08,70,1,14285,DEF_SURFACE,CONCESSION,INSP-124
QC-0004801,GR-0004801,MAT-00222,SUP-0036,2026-01-10,22,1,45454,DEF_DIMENSIONAL,REJECTED,INSP-117
QC-0004802,GR-0004802,MAT-00825,SUP-0036,2026-01-10,25,0,0,,ACCEPTED,INSP-109
QC-0004803,GR-0004803,MAT-00927,SUP-0020,2025-03-19,603,52,86235,DEF_SURFACE,REJECTED,INSP-118
QC-0004804,GR-0004804,MAT-01197,SUP-0032,2026-02-06,178,10,56179,DEF_DIMENSIONAL,REJECTED,INSP-118
QC-0004805,GR-0004805,MAT-01001,SUP-0032,2026-02-08,79,2,25316,DEF_PACKAGING,CONCESSION,INSP-125
QC-0004806,GR-0004806,MAT-00077,SUP-0049,2025-09-26,27,1,37037,DEF_PACKAGING,CONCESSION,INSP-112
QC-0004807,GR-0004807,MAT-00184,SUP-0049,2025-09-22,302,18,59602,DEF_SURFACE,REJECTED,INSP-117
QC-0004808,GR-0004808,MAT-01016,SUP-0049,2025-09-22,10,0,0,,ACCEPTED,INSP-125
QC-0004809,GR-0004809,MAT-00869,SUP-0057,2025-05-04,16,1,62500,DEF_DIMENSIONAL,REJECTED,INSP-105
QC-0004810,GR-0004810,MAT-00543,SUP-0057,2025-05-07,16,0,0,,ACCEPTED,INSP-102
QC-0004811,GR-0004811,MAT-00518,SUP-0057,2025-05-02,104,6,57692,DEF_METALLURGY,REJECTED,INSP-103
QC-0004812,GR-0004812,MAT-00855,SUP-0107,2025-12-21,10,2,200000,DEF_PACKAGING,REJECTED,INSP-123
QC-0004813,GR-0004813,MAT-00380,SUP-0066,2025-08-23,27,2,74074,DEF_DIMENSIONAL,REJECTED,INSP-112
QC-0004814,GR-0004814,MAT-00294,SUP-0056,2025-10-21,10,0,0,,ACCEPTED,INSP-113
QC-0004815,GR-0004815,MAT-01175,SUP-0007,2025-05-26,24,2,83333,DEF_CONTAMINATION,REJECTED,INSP-102
QC-0004816,GR-0004816,MAT-00521,SUP-0007,2025-06-05,126,11,87301,DEF_SURFACE,REJECTED,INSP-104
QC-0004817,GR-0004817,MAT-00994,SUP-0007,2025-05-28,323,18,55727,DEF_DIMENSIONAL,REJECTED,INSP-108
QC-0004818,GR-0004818,MAT-00277,SUP-0021,2025-07-16,208,8,38461,DEF_METALLURGY,CONCESSION,INSP-102
