allocation_id,work_order_id,material_id,required_quantity,allocated_quantity,shortage_quantity
ALC-0004381,WO-2025-000737,MAT-01109,3984,3984,0
ALC-0004382,WO-2025-000737,MAT-00074,2797,2797,0
ALC-0004383,WO-2025-000737,MAT-00451,2039,2039,0
ALC-0004384,WO-2025-000737,MAT-00474,1020,1020,0
ALC-0004385,WO-2025-000738,MAT-01042,112,112,0
ALC-0004386,WO-2025-000738,MAT-00576,161,161,0
ALC-0004387,WO-2025-000738,MAT-00293,203,203,0
ALC-0004388,WO-2025-000738,MAT-00656,107,107,0
ALC-0004389,WO-2025-000738,MAT-00634,242,242,0
ALC-0004390,WO-2025-000738,MAT-00018,219,219,0
ALC-0004391,WO-2025-000739,MAT-01094,219,219,0
ALC-0004392,WO-2025-000739,MAT-00335,230,230,0
ALC-0004393,WO-2025-000739,MAT-00366,134,134,0
ALC-0004394,WO-2025-000739,MAT-00518,133,133,0
ALC-0004395,WO-2025-000740,MAT-00700,2178,2178,0
ALC-0004396,WO-2025-000740,MAT-00743,1173,1173,0
ALC-0004397,WO-2025-000740,MAT-01107,1133,1133,0
ALC-0004398,WO-2025-000740,MAT-00050,1182,1182,0
ALC-0004399,WO-2025-000740,MAT-01018,1853,1853,0
ALC-0004400,WO-2025-000740,MAT-00778,1007,1007,0
ALC-0004401,WO-2025-000740,MAT-01145,2363,2363,0
ALC-0004402,WO-2025-000741,MAT-00034,2028,2028,0
ALC-0004403,WO-2025-000741,MAT-00763,2235,2235,0
ALC-0004404,WO-2025-000741,MAT-00683,1372,1372,0
ALC-0004405,WO-2025-000741,MAT-00256,1665,1665,0
ALC-0004406,WO-2025-000741,MAT-01064,1229,1229,0
ALC-0004407,WO-2025-000741,MAT-00933,563,563,0
ALC-0004408,WO-2025-000741,MAT-00662,2375,2375,0
ALC-0004409,WO-2025-000742,MAT-01078,484,484,0
ALC-0004410,WO-2025-000742,MAT-00774,307,307,0
ALC-0004411,WO-2025-000742,MAT-00127,296,296,0
ALC-0004412,WO-2025-000742,MAT-00714,365,365,0
ALC-0004413,WO-2025-000743,MAT-00495,2659,2659,0
ALC-0004414,WO-2025-000743,MAT-00836,1542,1542,0
ALC-0004415,WO-2025-000743,MAT-00888,2141,2141,0
ALC-0004416,WO-2025-000743,MAT-00237,3369,3369,0
ALC-0004417,WO-2025-000743,MAT-01082,2963,2963,0
ALC-0004418,WO-2025-000743,MAT-00459,1836,1836,0
ALC-0004419,WO-2025-000744,MAT-00837,240,240,0
ALC-0004420,WO-2025-000744,MAT-00634,236,236,0
ALC-0004421,WO-2025-000744,MAT-00348,143,143,0
ALC-0004422,WO-2025-000744,MAT-00507,101,101,0
ALC-0004423,WO-2025-000744,MAT-00829,94,94,0
ALC-0004424,WO-2025-000744,MAT-00567,210,210,0
ALC-0004425,WO-2025-000744,MAT-00367,178,178,0
ALC-0004426,WO-2025-000744,MAT-00290,129,129,0
ALC-0004427,WO-2025-000745,MAT-00392,1724,1724,0
ALC-0004428,WO-2025-000745,MAT-01154,2454,2454,0
ALC-0004429,WO-2025-000745,MAT-00979,2089,2089,0
ALC-0004430,WO-2025-000745,MAT-00513,1942,1942,0
ALC-0004431,WO-2025-000746,MAT-00725,2513,2513,0
ALC-0004432,WO-2025-000746,MAT-00374,3375,3375,0
ALC-0004433,WO-2025-000746,MAT-00898,2948,2948,0
ALC-0004434,WO-2025-000746,MAT-00165,4198,4198,0
ALC-0004435,WO-2025-000746,MAT-01115,3139,3139,0
ALC-0004436,WO-2025-000746,MAT-00229,1621,1621,0
ALC-0004437,WO-2025-000747,MAT-00213,761,761,0
ALC-0004438,WO-2025-000747,MAT-00665,571,571,0
ALC-0004439,WO-2025-000747,MAT-00951,676,676,0
ALC-0004440,WO-2025-000747,MAT-01017,415,415,0
ALC-0004441,WO-2025-000747,MAT-01119,1167,1167,0
ALC-0004442,WO-2025-000747,MAT-01059,438,438,0
ALC-0004443,WO-2025-000747,MAT-00176,629,629,0
ALC-0004444,WO-2025-000748,MAT-01094,2778,2778,0
ALC-0004445,WO-2025-000748,MAT-00819,1361,1361,0
ALC-0004446,WO-2025-000748,MAT-00545,4814,4814,0
ALC-0004447,WO-2025-000748,MAT-00767,2740,2740,0
ALC-0004448,WO-2025-000748,MAT-01122,3079,3079,0
ALC-0004449,WO-2025-000748,MAT-00510,4399,4399,0
ALC-0004450,WO-2025-000748,MAT-01018,3814,3814,0
ALC-0004451,WO-2025-000749,MAT-00247,651,651,0
ALC-0004452,WO-2025-000749,MAT-01131,641,641,0
ALC-0004453,WO-2025-000749,MAT-01027,1333,1333,0
ALC-0004454,WO-2025-000749,MAT-00783,1412,1412,0
ALC-0004455,WO-2025-000749,MAT-00480,1460,1460,0
ALC-0004456,WO-2025-000750,MAT-00430,259,259,0
ALC-0004457,WO-2025-000750,MAT-00953,452,452,0
ALC-0004458,WO-2025-000750,MAT-00466,455,455,0
ALC-0004459,WO-2025-000750,MAT-01009,191,191,0
ALC-0004460,WO-2025-000750,MAT-00596,260,260,0
ALC-0004461,WO-2025-000751,MAT-00086,236,236,0
ALC-0004462,WO-2025-000751,MAT-00562,115,115,0
ALC-0004463,WO-2025-000751,MAT-00361,80,80,0
ALC-0004464,WO-2025-000751,MAT-00691,186,186,0
ALC-0004465,WO-2025-000751,MAT-00326,172,172,0
ALC-0004466,WO-2025-000752,MAT-00664,897,897,0
ALC-0004467,WO-2025-000752,MAT-01142,1069,1069,0
ALC-0004468,WO-2025-000752,MAT-01119,500,500,0
ALC-0004469,WO-2025-000752,MAT-00556,474,474,0
ALC-0004470,WO-2025-000753,MAT-01088,206,206,0
ALC-0004471,WO-2025-000753,MAT-00293,142,142,0
ALC-0004472,WO-2025-000753,MAT-00436,107,107,0
ALC-0004473,WO-2025-000753,MAT-00705,83,83,0
ALC-0004474,WO-2025-000753,MAT-00899,211,211,0
ALC-0004475,WO-2025-000753,MAT-00804,51,51,0
ALC-0004476,WO-2025-000753,MAT-01165,249,249,0
ALC-0004477,WO-2025-000754,MAT-01013,232,232,0
ALC-0004478,WO-2025-000754,MAT-00632,152,152,0
ALC-0004479,WO-2025-000754,MAT-00025,65,65,0
ALC-0004480,WO-2025-000754,MAT-00009,80,80,0
ALC-0004481,WO-2025-000754,MAT-01003,100,100,0
ALC-0004482,WO-2025-000755,MAT-00048,865,865,0
ALC-0004483,WO-2025-000755,MAT-00310,540,540,0
ALC-0004484,WO-2025-000755,MAT-00165,1087,1087,0
ALC-0004485,WO-2025-000755,MAT-00555,692,692,0
ALC-0004486,WO-2025-000755,MAT-00016,671,671,0
ALC-0004487,WO-2025-000755,MAT-00623,959,959,0
ALC-0004488,WO-2025-000755,MAT-00586,616,616,0
ALC-0004489,WO-2025-000756,MAT-00825,476,476,0
ALC-0004490,WO-2025-000756,MAT-00307,258,258,0
ALC-0004491,WO-2025-000756,MAT-00644,374,374,0
ALC-0004492,WO-2025-000756,MAT-00883,295,295,0
ALC-0004493,WO-2025-000756,MAT-01022,1028,1028,0
ALC-0004494,WO-2025-000756,MAT-00177,811,811,0
ALC-0004495,WO-2025-000756,MAT-00916,261,261,0
ALC-0004496,WO-2025-000757,MAT-00556,1020,1020,0
ALC-0004497,WO-2025-000757,MAT-00626,1839,1839,0
ALC-0004498,WO-2025-000757,MAT-00678,1564,1564,0
ALC-0004499,WO-2025-000757,MAT-00161,1493,1493,0
ALC-0004500,WO-2025-000757,MAT-00104,2416,2416,0
ALC-0004501,WO-2025-000757,MAT-00676,1027,1027,0
ALC-0004502,WO-2025-000757,MAT-01194,1047,1047,0
ALC-0004503,WO-2025-000757,MAT-01010,2292,2292,0
ALC-0004504,WO-2025-000758,MAT-00152,407,407,0
ALC-0004505,WO-2025-000758,MAT-01048,363,363,0
ALC-0004506,WO-2025-000758,MAT-00814,284,284,0
ALC-0004507,WO-2025-000758,MAT-00679,149,149,0
ALC-0004508,WO-2025-000758,MAT-00842,307,307,0
ALC-0004509,WO-2025-000758,MAT-00608,458,458,0
ALC-0004510,WO-2025-000758,MAT-00480,258,258,0
ALC-0004511,WO-2025-000759,MAT-00563,3663,3663,0
ALC-0004512,WO-2025-000759,MAT-00267,4170,4170,0
ALC-0004513,WO-2025-000759,MAT-00284,2911,2911,0
ALC-0004514,WO-2025-000759,MAT-00821,1454,1454,0
ALC-0004515,WO-2025-000760,MAT-00819,1275,1275,0
ALC-0004516,WO-2025-000760,MAT-00702,2474,2474,0
ALC-0004517,WO-2025-000760,MAT-00553,1985,1985,0
ALC-0004518,WO-2025-000760,MAT-01004,2417,2417,0
ALC-0004519,WO-2025-000760,MAT-00115,1491,1491,0
ALC-0004520,WO-2025-000760,MAT-00574,2073,2073,0
ALC-0004521,WO-2025-000760,MAT-00716,2248,2248,0
ALC-0004522,WO-2025-000761,MAT-00601,1693,1693,0
ALC-0004523,WO-2025-000761,MAT-00185,840,840,0
ALC-0004524,WO-2025-000761,MAT-00956,1450,1450,0
ALC-0004525,WO-2025-000761,MAT-00364,1354,1354,0
ALC-0004526,WO-2025-000761,MAT-00102,921,921,0
ALC-0004527,WO-2025-000761,MAT-00309,1673,1673,0
ALC-0004528,WO-2025-000761,MAT-00917,1669,1669,0
ALC-0004529,WO-2025-000762,MAT-01081,778,778,0
ALC-0004530,WO-2025-000762,MAT-00520,443,443,0
ALC-0004531,WO-2025-000762,MAT-00058,801,801,0
ALC-0004532,WO-2025-000762,MAT-00388,711,711,0
ALC-0004533,WO-2025-000762,MAT-00225,322,322,0
ALC-0004534,WO-2025-000762,MAT-00173,361,361,0
ALC-0004535,WO-2025-000763,MAT-00104,984,984,0
ALC-0004536,WO-2025-000763,MAT-00816,445,445,0
ALC-0004537,WO-2025-000763,MAT-00042,270,270,0
ALC-0004538,WO-2025-000763,MAT-00123,281,281,0
ALC-0004539,WO-2025-000763,MAT-00509,565,565,0
ALC-0004540,WO-2025-000763,MAT-00618,1081,1081,0
ALC-0004541,WO-2025-000763,MAT-00716,797,797,0
ALC-0004542,WO-2025-000763,MAT-00882,1011,1011,0
ALC-0004543,WO-2025-000764,MAT-00097,797,797,0
ALC-0004544,WO-2025-000764,MAT-01018,596,596,0
ALC-0004545,WO-2025-000764,MAT-00128,455,455,0
ALC-0004546,WO-2025-000764,MAT-00467,319,319,0
ALC-0004547,WO-2025-000764,MAT-00022,325,325,0
ALC-0004548,WO-2025-000764,MAT-01056,1033,1033,0
ALC-0004549,WO-2025-000765,MAT-00406,735,735,0
ALC-0004550,WO-2025-000765,MAT-00108,1306,1306,0
ALC-0004551,WO-2025-000765,MAT-01187,1279,1279,0
ALC-0004552,WO-2025-000765,MAT-01123,530,530,0
ALC-0004553,WO-2025-000765,MAT-01152,853,853,0
ALC-0004554,WO-2025-000765,MAT-01066,2246,2246,0
ALC-0004555,WO-2025-000766,MAT-00376,994,994,0
ALC-0004556,WO-2025-000766,MAT-01091,373,373,0
ALC-0004557,WO-2025-000766,MAT-00075,958,958,0
ALC-0004558,WO-2025-000766,MAT-00808,869,869,0
ALC-0004559,WO-2025-000767,MAT-01082,311,311,0
ALC-0004560,WO-2025-000767,MAT-00629,584,584,0
ALC-0004561,WO-2025-000767,MAT-00563,703,703,0
ALC-0004562,WO-2025-000767,MAT-00757,874,874,0
ALC-0004563,WO-2025-000767,MAT-00457,826,826,0
ALC-0004564,WO-2025-000767,MAT-00033,502,502,0
ALC-0004565,WO-2025-000768,MAT-00983,4761,4761,0
ALC-0004566,WO-2025-000768,MAT-00573,4285,4285,0
ALC-0004567,WO-2025-000768,MAT-00849,1416,1416,0
ALC-0004568,WO-2025-000768,MAT-01017,3322,3322,0
ALC-0004569,WO-2025-000768,MAT-00851,1180,1180,0
ALC-0004570,WO-2025-000769,MAT-00556,1142,1142,0
ALC-0004571,WO-2025-000769,MAT-00699,645,645,0
ALC-0004572,WO-2025-000769,MAT-00148,251,251,0
ALC-0004573,WO-2025-000769,MAT-00604,794,794,0
ALC-0004574,WO-2025-000769,MAT-00981,477,477,0
ALC-0004575,WO-2025-000769,MAT-00570,388,388,0
ALC-0004576,WO-2025-000769,MAT-01045,792,792,0
ALC-0004577,WO-2025-000770,MAT-00723,881,881,0
ALC-0004578,WO-2025-000770,MAT-01099,1406,1406,0
ALC-0004579,WO-2025-000770,MAT-00075,992,992,0
ALC-0004580,WO-2025-000770,MAT-00956,1917,1917,0
ALC-0004581,WO-2025-000770,MAT-00377,2427,2427,0
ALC-0004582,WO-2025-000770,MAT-01051,1680,1680,0
ALC-0004583,WO-2025-000770,MAT-00290,1929,1929,0
ALC-0004584,WO-2025-000771,MAT-00877,589,589,0
ALC-0004585,WO-2025-000771,MAT-00180,1392,1392,0
ALC-0004586,WO-2025-000771,MAT-01121,1286,1286,0
ALC-0004587,WO-2025-000771,MAT-00653,571,571,0
ALC-0004588,WO-2025-000771,MAT-00041,521,521,0
ALC-0004589,WO-2025-000772,MAT-00800,412,412,0
ALC-0004590,WO-2025-000772,MAT-00385,230,230,0
ALC-0004591,WO-2025-000772,MAT-00968,171,171,0
ALC-0004592,WO-2025-000772,MAT-00601,462,462,0
ALC-0004593,WO-2025-000772,MAT-01092,201,201,0
ALC-0004594,WO-2025-000772,MAT-00207,343,343,0
ALC-0004595,WO-2025-000773,MAT-00811,142,142,0
ALC-0004596,WO-2025-000773,MAT-01046,68,68,0
ALC-0004597,WO-2025-000773,MAT-00713,195,195,0
ALC-0004598,WO-2025-000773,MAT-00320,187,187,0
ALC-0004599,WO-2025-000773,MAT-00278,51,51,0
ALC-0004600,WO-2025-000773,MAT-01054,191,191,0
ALC-0004601,WO-2025-000773,MAT-00198,133,133,0
ALC-0004602,WO-2025-000773,MAT-00372,169,169,0
ALC-0004603,WO-2025-000774,MAT-00903,790,790,0
ALC-0004604,WO-2025-000774,MAT-00706,445,445,0
ALC-0004605,WO-2025-000774,MAT-00242,737,737,0
ALC-0004606,WO-2025-000774,MAT-00041,599,599,0
ALC-0004607,WO-2025-000774,MAT-00752,341,341,0
ALC-0004608,WO-2025-000775,MAT-01186,2364,2364,0
ALC-0004609,WO-2025-000775,MAT-00234,2138,2138,0
ALC-0004610,WO-2025-000775,MAT-00231,506,506,0
ALC-0004611,WO-2025-000775,MAT-00853,1270,1270,0
ALC-0004612,WO-2025-000775,MAT-00637,1945,1945,0
ALC-0004613,WO-2025-000775,MAT-00834,865,865,0
ALC-0004614,WO-2025-000775,MAT-00342,678,678,0
ALC-0004615,WO-2025-000776,MAT-00820,486,486,0
ALC-0004616,WO-2025-000776,MAT-00957,136,136,0
ALC-0004617,WO-2025-000776,MAT-01157,300,300,0
ALC-0004618,WO-2025-000776,MAT-00033,348,348,0
ALC-0004619,WO-2025-000776,MAT-00110,337,337,0
ALC-0004620,WO-2025-000776,MAT-00813,433,433,0
ALC-0004621,WO-2025-000776,MAT-00409,303,303,0
ALC-0004622,WO-2025-000776,MAT-00448,487,487,0
ALC-0004623,WO-2025-000777,MAT-00024,2295,2295,0
ALC-0004624,WO-2025-000777,MAT-00836,1200,1200,0
ALC-0004625,WO-2025-000777,MAT-00763,2147,2147,0
ALC-0004626,WO-2025-000777,MAT-00876,1284,1284,0
ALC-0004627,WO-2025-000777,MAT-00887,1887,1887,0
ALC-0004628,WO-2025-000777,MAT-00007,2257,2257,0
ALC-0004629,WO-2025-000778,MAT-00796,318,318,0
ALC-0004630,WO-2025-000778,MAT-00969,240,240,0
ALC-0004631,WO-2025-000778,MAT-00578,158,158,0
ALC-0004632,WO-2025-000778,MAT-00616,261,261,0
ALC-0004633,WO-2025-000778,MAT-00649,307,307,0
ALC-0004634,WO-2025-000778,MAT-00092,467,467,0
ALC-0004635,WO-2025-000778,MAT-01029,154,154,0
ALC-0004636,WO-2025-000779,MAT-00948,443,443,0
ALC-0004637,WO-2025-000779,MAT-00675,621,621,0
ALC-0004638,WO-2025-000779,MAT-00499,393,393,0
ALC-0004639,WO-2025-000779,MAT-00811,1010,1010,0
ALC-0004640,WO-2025-000779,MAT-01056,314,314,0
ALC-0004641,WO-2025-000779,MAT-01107,1191,1191,0
ALC-0004642,WO-2025-000780,MAT-01074,3710,3710,0
ALC-0004643,WO-2025-000780,MAT-00297,1248,1248,0
ALC-0004644,WO-2025-000780,MAT-00409,4258,4258,0
ALC-0004645,WO-2025-000780,MAT-00570,4480,4480,0
ALC-0004646,WO-2025-000780,MAT-00763,4559,4559,0
ALC-0004647,WO-2025-000781,MAT-01126,1690,1690,0
ALC-0004648,WO-2025-000781,MAT-00322,1397,1397,0
ALC-0004649,WO-2025-000781,MAT-00921,842,842,0
ALC-0004650,WO-2025-000781,MAT-01062,1034,1034,0
ALC-0004651,WO-2025-000781,MAT-00472,675,675,0
ALC-0004652,WO-2025-000781,MAT-01070,2370,2370,0
ALC-0004653,WO-2025-000782,MAT-01087,342,342,0
ALC-0004654,WO-2025-000782,MAT-00762,152,152,0
ALC-0004655,WO-2025-000782,MAT-01086,415,415,0
ALC-0004656,WO-2025-000782,MAT-00969,291,291,0
ALC-0004657,WO-2025-000783,MAT-00468,111,111,0
ALC-0004658,WO-2025-000783,MAT-00390,100,100,0
ALC-0004659,WO-2025-000783,MAT-00974,182,182,0
ALC-0004660,WO-2025-000783,MAT-00989,67,67,0
ALC-0004661,WO-2025-000783,MAT-00835,58,58,0
ALC-0004662,WO-2025-000783,MAT-01046,239,239,0
ALC-0004663,WO-2025-000783,MAT-00023,154,154,0
ALC-0004664,WO-2025-000783,MAT-00880,217,217,0
ALC-0004665,WO-2025-000784,MAT-01049,1316,1316,0
ALC-0004666,WO-2025-000784,MAT-00547,1078,1078,0
ALC-0004667,WO-2025-000784,MAT-00005,2371,2371,0
ALC-0004668,WO-2025-000784,MAT-00344,660,660,0
ALC-0004669,WO-2025-000784,MAT-00960,2201,2201,0
ALC-0004670,WO-2025-000785,MAT-00525,399,399,0
ALC-0004671,WO-2025-000785,MAT-00243,403,403,0
ALC-0004672,WO-2025-000785,MAT-00020,331,331,0
ALC-0004673,WO-2025-000785,MAT-00305,188,188,0
ALC-0004674,WO-2025-000786,MAT-00252,1092,1092,0
ALC-0004675,WO-2025-000786,MAT-00275,394,394,0
ALC-0004676,WO-2025-000786,MAT-00424,666,666,0
ALC-0004677,WO-2025-000786,MAT-00760,1027,1027,0
ALC-0004678,WO-2025-000786,MAT-00101,850,850,0
ALC-0004679,WO-2025-000786,MAT-00864,432,432,0
ALC-0004680,WO-2025-000787,MAT-01004,871,871,0
ALC-0004681,WO-2025-000787,MAT-01056,972,972,0
ALC-0004682,WO-2025-000787,MAT-00660,1199,1199,0
ALC-0004683,WO-2025-000787,MAT-01043,1044,1044,0
ALC-0004684,WO-2025-000787,MAT-01117,576,576,0
ALC-0004685,WO-2025-000787,MAT-00066,906,906,0
ALC-0004686,WO-2025-000788,MAT-00156,956,956,0
ALC-0004687,WO-2025-000788,MAT-00279,1860,1860,0
ALC-0004688,WO-2025-000788,MAT-00160,1526,1526,0
ALC-0004689,WO-2025-000788,MAT-00349,1911,1911,0
ALC-0004690,WO-2025-000788,MAT-00976,1055,1055,0
ALC-0004691,WO-2025-000788,MAT-00225,2493,2493,0
ALC-0004692,WO-2025-000788,MAT-00267,2474,2474,0
ALC-0004693,WO-2025-000789,MAT-01067,215,215,0
ALC-0004694,WO-2025-000789,MAT-00102,170,170,0
ALC-0004695,WO-2025-000789,MAT-00591,227,227,0
ALC-0004696,WO-2025-000789,MAT-01195,299,299,0
ALC-0004697,WO-2025-000790,MAT-00093,148,148,0
ALC-0004698,WO-2025-000790,MAT-00878,221,221,0
ALC-0004699,WO-2025-000790,MAT-00865,99,99,0
ALC-0004700,WO-2025-000790,MAT-00200,57,57,0
ALC-0004701,WO-2025-000790,MAT-01035,237,237,0
ALC-0004702,WO-2025-000790,MAT-00362,93,93,0
ALC-0004703,WO-2025-000790,MAT-00108,70,70,0
ALC-0004704,WO-2025-000790,MAT-01116,134,134,0
ALC-0004705,WO-2025-000791,MAT-00601,2019,2019,0
ALC-0004706,WO-2025-000791,MAT-00617,1647,1647,0
ALC-0004707,WO-2025-000791,MAT-00231,801,801,0
ALC-0004708,WO-2025-000791,MAT-00123,2487,2487,0
ALC-0004709,WO-2025-000791,MAT-00742,1066,1066,0
ALC-0004710,WO-2025-000791,MAT-01097,1375,1375,0
ALC-0004711,WO-2025-000791,MAT-01077,1329,1329,0
ALC-0004712,WO-2025-000791,MAT-01170,587,587,0
ALC-0004713,WO-2025-000792,MAT-00385,375,375,0
ALC-0004714,WO-2025-000792,MAT-00790,253,253,0
ALC-0004715,WO-2025-000792,MAT-00368,230,230,0
ALC-0004716,WO-2025-000792,MAT-00529,228,228,0
ALC-0004717,WO-2025-000792,MAT-00450,168,168,0
ALC-0004718,WO-2025-000792,MAT-00782,471,471,0
ALC-0004719,WO-2025-000793,MAT-00124,2925,2925,0
ALC-0004720,WO-2025-000793,MAT-00488,4464,4464,0
ALC-0004721,WO-2025-000793,MAT-00545,3730,3730,0
ALC-0004722,WO-2025-000793,MAT-00265,2953,2953,0
ALC-0004723,WO-2025-000793,MAT-00401,3997,3997,0
ALC-0004724,WO-2025-000794,MAT-00908,146,146,0
ALC-0004725,WO-2025-000794,MAT-00168,211,211,0
ALC-0004726,WO-2025-000794,MAT-01045,101,101,0
ALC-0004727,WO-2025-000794,MAT-00472,223,223,0
ALC-0004728,WO-2025-000794,MAT-01095,88,88,0
ALC-0004729,WO-2025-000794,MAT-00810,169,169,0
ALC-0004730,WO-2025-000794,MAT-00689,155,155,0
ALC-0004731,WO-2025-000795,MAT-01133,142,142,0
ALC-0004732,WO-2025-000795,MAT-01038,221,221,0
ALC-0004733,WO-2025-000795,MAT-01009,162,162,0
ALC-0004734,WO-2025-000795,MAT-00175,220,220,0
ALC-0004735,WO-2025-000795,MAT-00680,169,169,0
ALC-0004736,WO-2025-000795,MAT-00156,222,222,0
ALC-0004737,WO-2025-000796,MAT-00628,893,893,0
ALC-0004738,WO-2025-000796,MAT-01147,1030,1030,0
ALC-0004739,WO-2025-000796,MAT-01024,921,921,0
ALC-0004740,WO-2025-000796,MAT-00499,897,897,0
ALC-0004741,WO-2025-000796,MAT-00710,251,251,0
ALC-0004742,WO-2025-000797,MAT-00697,3613,3613,0
ALC-0004743,WO-2025-000797,MAT-00435,1264,1264,0
ALC-0004744,WO-2025-000797,MAT-00812,3927,3927,0
ALC-0004745,WO-2025-000797,MAT-00150,1715,1715,0
ALC-0004746,WO-2025-000797,MAT-00977,2409,2409,0
ALC-0004747,WO-2025-000797,MAT-01090,2390,2390,0
ALC-0004748,WO-2025-000797,MAT-00155,2408,2408,0
ALC-0004749,WO-2025-000797,MAT-00603,3227,3227,0
ALC-0004750,WO-2025-000798,MAT-01043,865,865,0
ALC-0004751,WO-2025-000798,MAT-00969,1046,1046,0
ALC-0004752,WO-2025-000798,MAT-00264,1161,1161,0
ALC-0004753,WO-2025-000798,MAT-00380,2256,2256,0
ALC-0004754,WO-2025-000798,MAT-00195,2168,2168,0
ALC-0004755,WO-2025-000798,MAT-00132,1815,1815,0
ALC-0004756,WO-2025-000798,MAT-00538,1314,1314,0
ALC-0004757,WO-2025-000799,MAT-00727,1461,1461,0
ALC-0004758,WO-2025-000799,MAT-00161,1153,1153,0
ALC-0004759,WO-2025-000799,MAT-00173,2101,2101,0
ALC-0004760,WO-2025-000799,MAT-00176,1269,1269,0
ALC-0004761,WO-2025-000799,MAT-00759,2122,2122,0
ALC-0004762,WO-2025-000799,MAT-00369,2344,2344,0
ALC-0004763,WO-2025-000799,MAT-00406,2372,2372,0
ALC-0004764,WO-2025-000800,MAT-00191,1094,1094,0
ALC-0004765,WO-2025-000800,MAT-00723,1014,1014,0
ALC-0004766,WO-2025-000800,MAT-00303,1168,1168,0
ALC-0004767,WO-2025-000800,MAT-00564,524,524,0
ALC-0004768,WO-2025-000800,MAT-00836,561,561,0
ALC-0004769,WO-2025-000801,MAT-00152,3076,3076,0
ALC-0004770,WO-2025-000801,MAT-00705,1009,1009,0
ALC-0004771,WO-2025-000801,MAT-00195,4144,4144,0
ALC-0004772,WO-2025-000801,MAT-00955,4055,4055,0
ALC-0004773,WO-2025-000802,MAT-00482,4368,4368,0
ALC-0004774,WO-2025-000802,MAT-00549,2020,2020,0
ALC-0004775,WO-2025-000802,MAT-00004,1000,1000,0
ALC-0004776,WO-2025-000802,MAT-00983,2614,2614,0
ALC-0004777,WO-2025-000802,MAT-00528,2669,2669,0
ALC-0004778,WO-2025-000802,MAT-00062,1149,1149,0
ALC-0004779,WO-2025-000802,MAT-01085,4362,4362,0
ALC-0004780,WO-2025-000802,MAT-00008,3471,3471,0
ALC-0004781,WO-2025-000803,MAT-00478,163,163,0
ALC-0004782,WO-2025-000803,MAT-00180,71,71,0
ALC-0004783,WO-2025-000803,MAT-00056,240,240,0
ALC-0004784,WO-2025-000803,MAT-00794,84,84,0
ALC-0004785,WO-2025-000804,MAT-00548,98,98,0
ALC-0004786,WO-2025-000804,MAT-00263,123,123,0
ALC-0004787,WO-2025-000804,MAT-00399,157,157,0
ALC-0004788,WO-2025-000804,MAT-00098,90,90,0
ALC-0004789,WO-2025-000804,MAT-00170,239,239,0
ALC-0004790,WO-2025-000804,MAT-00690,208,208,0
ALC-0004791,WO-2025-000804,MAT-00430,187,187,0
ALC-0004792,WO-2025-000805,MAT-00910,2175,2175,0
ALC-0004793,WO-2025-000805,MAT-00106,725,725,0
ALC-0004794,WO-2025-000805,MAT-00236,1095,1095,0
ALC-0004795,WO-2025-000805,MAT-00848,2474,2474,0
ALC-0004796,WO-2025-000805,MAT-01159,2336,2336,0
ALC-0004797,WO-2025-000805,MAT-00296,2362,2362,0
ALC-0004798,WO-2025-000805,MAT-00637,1572,1572,0
ALC-0004799,WO-2025-000806,MAT-01096,1095,1095,0
ALC-0004800,WO-2025-000806,MAT-00966,713,713,0
ALC-0004801,WO-2025-000806,MAT-00307,1133,1133,0
ALC-0004802,WO-2025-000806,MAT-00706,451,451,0
ALC-0004803,WO-2025-000806,MAT-00863,622,622,0
ALC-0004804,WO-2025-000807,MAT-00588,3789,3789,0
ALC-0004805,WO-2025-000807,MAT-00030,4240,4240,0
ALC-0004806,WO-2025-000807,MAT-00298,4879,4879,0
ALC-0004807,WO-2025-000807,MAT-00654,1225,1225,0
ALC-0004808,WO-2025-000807,MAT-00791,4896,4896,0
ALC-0004809,WO-2025-000807,MAT-00939,3100,3100,0
ALC-0004810,WO-2025-000807,MAT-00334,3605,3605,0
ALC-0004811,WO-2025-000807,MAT-00451,1818,1818,0
ALC-0004812,WO-2025-000808,MAT-00005,1044,1044,0
ALC-0004813,WO-2025-000808,MAT-00606,338,338,0
ALC-0004814,WO-2025-000808,MAT-00030,990,990,0
ALC-0004815,WO-2025-000808,MAT-00374,976,976,0
ALC-0004816,WO-2025-000808,MAT-00716,779,779,0
ALC-0004817,WO-2025-000808,MAT-00772,461,461,0
ALC-0004818,WO-2025-000809,MAT-00481,134,134,0
ALC-0004819,WO-2025-000809,MAT-00318,86,86,0
ALC-0004820,WO-2025-000809,MAT-00870,199,199,0
ALC-0004821,WO-2025-000809,MAT-00123,133,133,0
ALC-0004822,WO-2025-000809,MAT-00665,178,178,0
ALC-0004823,WO-2025-000809,MAT-00455,88,88,0
ALC-0004824,WO-2025-000810,MAT-00376,759,759,0
ALC-0004825,WO-2025-000810,MAT-00485,424,424,0
ALC-0004826,WO-2025-000810,MAT-00243,1179,1179,0
ALC-0004827,WO-2025-000810,MAT-01174,599,599,0
ALC-0004828,WO-2025-000810,MAT-01072,505,505,0
ALC-0004829,WO-2025-000810,MAT-00326,303,303,0
ALC-0004830,WO-2025-000810,MAT-00766,650,650,0
ALC-0004831,WO-2025-000810,MAT-00168,802,802,0
ALC-0004832,WO-2025-000811,MAT-00654,3238,3238,0
