po_id,po_number,supplier_id,factory_id,warehouse_id,order_date,promised_delivery_date,status,total_amount,currency,created_at
PO-2025-02797,PO-002797,SUP-0013,FAC-APAC-01,WH-APAC-RAW-01,2025-12-03,2025-12-21,DELIVERED,46839.94,USD,2025-12-03T00:00:00
PO-2025-02798,PO-002798,SUP-0062,FAC-MX-01,WH-MX-RAW-01,2025-09-19,2025-10-25,DELIVERED,14521.32,USD,2025-09-19T00:00:00
PO-2025-02799,PO-002799,SUP-0012,FAC-EU-01,WH-EU-RAW-01,2026-02-05,2026-02-23,DELIVERED,14796.54,USD,2026-02-05T00:00:00
PO-2025-02800,PO-002800,SUP-0012,FAC-EU-01,WH-EU-RAW-01,2025-11-24,2025-12-08,DELIVERED,31574.28,USD,2025-11-24T00:00:00
PO-2025-02801,PO-002801,SUP-0049,FAC-US-01,WH-US-RAW-01,2026-02-15,2026-03-01,DELIVERED,60650.27,USD,2026-02-15T00:00:00
PO-2025-02802,PO-002802,SUP-0119,FAC-MX-01,WH-MX-RAW-01,2025-12-16,2026-01-17,DELIVERED,18614.27,USD,2025-12-16T00:00:00
PO-2025-02803,PO-002803,SUP-0113,FAC-MX-01,WH-MX-RAW-01,2026-01-31,2026-02-21,DELIVERED,10336.0,USD,2026-01-31T00:00:00
PO-2025-02804,PO-002804,SUP-0042,FAC-EU-01,WH-EU-RAW-01,2025-12-06,2026-01-02,DELIVERED,2974.8,USD,2025-12-06T00:00:00
PO-2025-02805,PO-002805,SUP-0025,FAC-MX-01,WH-MX-RAW-01,2025-10-10,2025-10-19,DELIVERED,400161.3,USD,2025-10-10T00:00:00
PO-2025-02806,PO-002806,SUP-0057,FAC-MX-01,WH-MX-RAW-01,2026-04-24,2026-05-16,PENDING,72797.0,USD,2026-04-24T00:00:00
PO-2025-02807,PO-002807,SUP-0052,FAC-APAC-01,WH-APAC-RAW-01,2025-11-20,2025-12-21,DELIVERED,34046.1,USD,2025-11-20T00:00:00
PO-2025-02808,PO-002808,SUP-0031,FAC-EU-01,WH-EU-RAW-01,2025-12-08,2026-02-08,DELIVERED,87800.68,USD,2025-12-08T00:00:00
PO-2025-02809,PO-002809,SUP-0097,FAC-APAC-01,WH-APAC-RAW-01,2025-07-26,2025-08-27,DELIVERED,126993.94,USD,2025-07-26T00:00:00
PO-2025-02810,PO-002810,SUP-0093,FAC-MX-01,WH-MX-RAW-01,2025-12-14,2026-01-27,DELIVERED,84241.67,USD,2025-12-14T00:00:00
PO-2025-02811,PO-002811,SUP-0019,FAC-APAC-01,WH-APAC-RAW-01,2025-11-29,2025-12-20,DELIVERED,528.38,USD,2025-11-29T00:00:00
PO-2025-02812,PO-002812,SUP-0029,FAC-EU-01,WH-EU-RAW-01,2025-07-08,2025-08-13,DELIVERED,1210.95,USD,2025-07-08T00:00:00
PO-2025-02813,PO-002813,SUP-0049,FAC-APAC-01,WH-APAC-RAW-01,2025-04-18,2025-05-06,DELIVERED,7219.44,USD,2025-04-18T00:00:00
PO-2025-02814,PO-002814,SUP-0087,FAC-EU-01,WH-EU-RAW-01,2025-12-08,2025-12-28,DELIVERED,86072.22,USD,2025-12-08T00:00:00
PO-2025-02815,PO-002815,SUP-0119,FAC-EU-01,WH-EU-RAW-01,2026-01-24,2026-03-01,DELIVERED,2440.68,USD,2026-01-24T00:00:00
PO-2025-02816,PO-002816,SUP-0120,FAC-APAC-01,WH-APAC-RAW-01,2025-11-14,2025-12-08,DELIVERED,26751.33,USD,2025-11-14T00:00:00
PO-2025-02817,PO-002817,SUP-0039,FAC-EU-01,WH-EU-RAW-01,2025-07-29,2025-08-30,DELIVERED,3161.32,USD,2025-07-29T00:00:00
PO-2025-02818,PO-002818,SUP-0099,FAC-APAC-01,WH-APAC-RAW-01,2025-12-25,2026-01-05,DELIVERED,109242.69,USD,2025-12-25T00:00:00
PO-2025-02819,PO-002819,SUP-0076,FAC-APAC-01,WH-APAC-RAW-01,2025-05-05,2025-06-07,DELIVERED,17490.09,USD,2025-05-05T00:00:00
PO-2025-02820,PO-002820,SUP-0019,FAC-EU-01,WH-EU-RAW-01,2025-10-20,2025-11-04,OVERDUE,21613.41,USD,2025-10-20T00:00:00
PO-2025-02821,PO-002821,SUP-0082,FAC-MX-01,WH-MX-RAW-01,2025-06-27,2025-09-03,DELIVERED,26712.3,USD,2025-06-27T00:00:00
PO-2025-02822,PO-002822,SUP-0064,FAC-APAC-01,WH-APAC-RAW-01,2025-07-08,2025-08-02,DELIVERED,10020.6,USD,2025-07-08T00:00:00
PO-2025-02823,PO-002823,SUP-0092,FAC-EU-01,WH-EU-RAW-01,2025-07-17,2025-08-09,OVERDUE,92491.2,USD,2025-07-17T00:00:00
PO-2025-02824,PO-002824,SUP-0043,FAC-EU-01,WH-EU-RAW-01,2025-10-01,2025-10-28,OVERDUE,357700.35,USD,2025-10-01T00:00:00
PO-2025-02825,PO-002825,SUP-0118,FAC-EU-01,WH-EU-RAW-01,2025-04-10,2025-05-12,DELIVERED,1531.76,USD,2025-04-10T00:00:00
PO-2025-02826,PO-002826,SUP-0012,FAC-MX-01,WH-MX-RAW-01,2025-10-05,2025-10-23,DELIVERED,83380.53,USD,2025-10-05T00:00:00
PO-2025-02827,PO-002827,SUP-0117,FAC-MX-01,WH-MX-RAW-01,2025-11-11,2025-12-08,DELIVERED,19832.25,USD,2025-11-11T00:00:00
PO-2025-02828,PO-002828,SUP-0116,FAC-EU-01,WH-EU-RAW-01,2025-11-02,2025-11-11,DELIVERED,115495.44,USD,2025-11-02T00:00:00
PO-2025-02829,PO-002829,SUP-0103,FAC-MX-01,WH-MX-RAW-01,2025-09-29,2025-11-16,DELIVERED,7029.42,USD,2025-09-29T00:00:00
PO-2025-02830,PO-002830,SUP-0095,FAC-MX-01,WH-MX-RAW-01,2026-02-20,2026-03-04,DELIVERED,115475.61,USD,2026-02-20T00:00:00
PO-2025-02831,PO-002831,SUP-0012,FAC-EU-01,WH-EU-RAW-01,2025-06-17,2025-07-03,CANCELLED,32547.6,USD,2025-06-17T00:00:00
PO-2025-02832,PO-002832,SUP-0077,FAC-US-01,WH-US-RAW-01,2025-11-09,2025-12-05,DELIVERED,16193.1,USD,2025-11-09T00:00:00
PO-2025-02833,PO-002833,SUP-0097,FAC-APAC-01,WH-APAC-RAW-01,2025-04-20,2025-05-25,DELIVERED,3718.83,USD,2025-04-20T00:00:00
PO-2025-02834,PO-002834,SUP-0095,FAC-EU-01,WH-EU-RAW-01,2025-04-28,2025-05-09,DELIVERED,22339.66,USD,2025-04-28T00:00:00
PO-2025-02835,PO-002835,SUP-0036,FAC-EU-01,WH-EU-RAW-01,2025-11-29,2025-12-10,DELIVERED,15627.58,USD,2025-11-29T00:00:00
PO-2025-02836,PO-002836,SUP-0018,FAC-US-01,WH-US-RAW-01,2025-11-27,2025-12-18,DELIVERED,72669.87,USD,2025-11-27T00:00:00
PO-2025-02837,PO-002837,SUP-0052,FAC-EU-01,WH-EU-RAW-01,2026-03-09,2026-04-02,DELIVERED,1760.92,USD,2026-03-09T00:00:00
PO-2025-02838,PO-002838,SUP-0093,FAC-EU-01,WH-EU-RAW-01,2025-11-25,2026-01-08,DELIVERED,23226.84,USD,2025-11-25T00:00:00
PO-2025-02839,PO-002839,SUP-0019,FAC-EU-01,WH-EU-RAW-01,2026-04-26,2026-05-12,PENDING,52376.1,USD,2026-04-26T00:00:00
PO-2025-02840,PO-002840,SUP-0004,FAC-EU-01,WH-EU-RAW-01,2025-04-07,2025-05-04,DELIVERED,4350.22,USD,2025-04-07T00:00:00
PO-2025-02841,PO-002841,SUP-0090,FAC-MX-01,WH-MX-RAW-01,2025-05-18,2025-06-15,DELIVERED,73554.59,USD,2025-05-18T00:00:00
PO-2025-02842,PO-002842,SUP-0011,FAC-MX-01,WH-MX-RAW-01,2025-04-03,2025-04-28,DELIVERED,13818.02,USD,2025-04-03T00:00:00
PO-2025-02843,PO-002843,SUP-0010,FAC-US-01,WH-US-RAW-01,2025-07-09,2025-07-31,DELIVERED,31129.35,USD,2025-07-09T00:00:00
PO-2025-02844,PO-002844,SUP-0036,FAC-EU-01,WH-EU-RAW-01,2025-11-20,2025-12-02,DELIVERED,2872.44,USD,2025-11-20T00:00:00
PO-2025-02845,PO-002845,SUP-0042,FAC-MX-01,WH-MX-RAW-01,2025-12-20,2026-01-12,DELIVERED,1891.44,USD,2025-12-20T00:00:00
PO-2025-02846,PO-002846,SUP-0029,FAC-APAC-01,WH-APAC-RAW-01,2025-04-04,2025-05-09,DELIVERED,16195.46,USD,2025-04-04T00:00:00
PO-2025-02847,PO-002847,SUP-0059,FAC-MX-01,WH-MX-RAW-01,2026-04-16,2026-06-13,PENDING,85253.96,USD,2026-04-16T00:00:00
PO-2025-02848,PO-002848,SUP-0091,FAC-US-01,WH-US-RAW-01,2026-02-21,2026-03-10,DELIVERED,12029.97,USD,2026-02-21T00:00:00
PO-2025-02849,PO-002849,SUP-0004,FAC-EU-01,WH-EU-RAW-01,2025-08-28,2025-09-27,DELIVERED,35163.45,USD,2025-08-28T00:00:00
PO-2025-02850,PO-002850,SUP-0012,FAC-US-01,WH-US-RAW-01,2025-05-03,2025-05-15,DELIVERED,99862.8,USD,2025-05-03T00:00:00
PO-2025-02851,PO-002851,SUP-0012,FAC-EU-01,WH-EU-RAW-01,2025-07-01,2025-07-15,DELIVERED,31739.65,USD,2025-07-01T00:00:00
PO-2025-02852,PO-002852,SUP-0078,FAC-EU-01,WH-EU-RAW-01,2025-06-06,2025-06-23,OVERDUE,25999.22,USD,2025-06-06T00:00:00
PO-2025-02853,PO-002853,SUP-0084,FAC-MX-01,WH-MX-RAW-01,2025-06-04,2025-07-01,DELIVERED,263472.33,USD,2025-06-04T00:00:00
PO-2025-02854,PO-002854,SUP-0102,FAC-EU-01,WH-EU-RAW-01,2025-11-13,2025-12-11,DELIVERED,170432.08,USD,2025-11-13T00:00:00
PO-2025-02855,PO-002855,SUP-0112,FAC-MX-01,WH-MX-RAW-01,2025-08-06,2025-08-25,DELIVERED,1236.24,USD,2025-08-06T00:00:00
PO-2025-02856,PO-002856,SUP-0084,FAC-MX-01,WH-MX-RAW-01,2025-09-20,2025-10-14,CANCELLED,25491.2,USD,2025-09-20T00:00:00
PO-2025-02857,PO-002857,SUP-0094,FAC-EU-01,WH-EU-RAW-01,2026-05-27,2026-06-11,PENDING,128196.02,USD,2026-05-27T00:00:00
PO-2025-02858,PO-002858,SUP-0110,FAC-APAC-01,WH-APAC-RAW-01,2025-12-30,2026-01-12,DELIVERED,53153.81,USD,2025-12-30T00:00:00
PO-2025-02859,PO-002859,SUP-0080,FAC-APAC-01,WH-APAC-RAW-01,2026-04-18,2026-05-18,PENDING,20753.35,USD,2026-04-18T00:00:00
PO-2025-02860,PO-002860,SUP-0048,FAC-US-01,WH-US-RAW-01,2025-06-15,2025-07-18,DELIVERED,1440.75,USD,2025-06-15T00:00:00
PO-2025-02861,PO-002861,SUP-0039,FAC-APAC-01,WH-APAC-RAW-01,2025-09-29,2025-10-29,DELIVERED,3844.6,USD,2025-09-29T00:00:00
PO-2025-02862,PO-002862,SUP-0096,FAC-US-01,WH-US-RAW-01,2025-11-24,2025-12-10,DELIVERED,3085.24,USD,2025-11-24T00:00:00
PO-2025-02863,PO-002863,SUP-0024,FAC-US-01,WH-US-RAW-01,2025-05-02,2025-05-15,DELIVERED,77267.94,USD,2025-05-02T00:00:00
PO-2025-02864,PO-002864,SUP-0082,FAC-US-01,WH-US-RAW-01,2025-01-29,2025-04-06,OVERDUE,7525.6,USD,2025-01-29T00:00:00
PO-2025-02865,PO-002865,SUP-0095,FAC-US-01,WH-US-RAW-01,2025-12-26,2026-01-13,OVERDUE,4026.73,USD,2025-12-26T00:00:00
PO-2025-02866,PO-002866,SUP-0019,FAC-EU-01,WH-EU-RAW-01,2025-12-19,2026-01-05,DELIVERED,45928.41,USD,2025-12-19T00:00:00
PO-2025-02867,PO-002867,SUP-0024,FAC-US-01,WH-US-RAW-01,2025-10-09,2025-10-27,DELIVERED,20882.88,USD,2025-10-09T00:00:00
PO-2025-02868,PO-002868,SUP-0093,FAC-EU-01,WH-EU-RAW-01,2025-11-04,2025-12-21,DELIVERED,44728.3,USD,2025-11-04T00:00:00
PO-2025-02869,PO-002869,SUP-0105,FAC-APAC-01,WH-APAC-RAW-01,2025-10-11,2025-10-27,DELIVERED,4556.25,USD,2025-10-11T00:00:00
PO-2025-02870,PO-002870,SUP-0030,FAC-MX-01,WH-MX-RAW-01,2025-03-10,2025-04-14,DELIVERED,8869.25,USD,2025-03-10T00:00:00
PO-2025-02871,PO-002871,SUP-0115,FAC-MX-01,WH-MX-RAW-01,2025-09-12,2025-10-07,DELIVERED,2539.2,USD,2025-09-12T00:00:00
PO-2025-02872,PO-002872,SUP-0040,FAC-MX-01,WH-MX-RAW-01,2025-07-04,2025-07-31,CANCELLED,32758.34,USD,2025-07-04T00:00:00
PO-2025-02873,PO-002873,SUP-0081,FAC-US-01,WH-US-RAW-01,2025-05-18,2025-06-23,DELIVERED,22572.0,USD,2025-05-18T00:00:00
PO-2025-02874,PO-002874,SUP-0061,FAC-US-01,WH-US-RAW-01,2026-04-23,2026-05-05,PENDING,91875.73,USD,2026-04-23T00:00:00
PO-2025-02875,PO-002875,SUP-0032,FAC-MX-01,WH-MX-RAW-01,2025-12-07,2026-01-12,DELIVERED,113803.5,USD,2025-12-07T00:00:00
PO-2025-02876,PO-002876,SUP-0063,FAC-US-01,WH-US-RAW-01,2026-01-13,2026-02-20,DELIVERED,107856.06,USD,2026-01-13T00:00:00
PO-2025-02877,PO-002877,SUP-0076,FAC-APAC-01,WH-APAC-RAW-01,2025-09-04,2025-10-12,DELIVERED,94565.13,USD,2025-09-04T00:00:00
PO-2025-02878,PO-002878,SUP-0108,FAC-EU-01,WH-EU-RAW-01,2025-10-03,2025-10-21,DELIVERED,77633.3,USD,2025-10-03T00:00:00
PO-2025-02879,PO-002879,SUP-0008,FAC-EU-01,WH-EU-RAW-01,2025-08-02,2025-09-01,DELIVERED,237556.24,USD,2025-08-02T00:00:00
PO-2025-02880,PO-002880,SUP-0081,FAC-APAC-01,WH-APAC-RAW-01,2025-05-17,2025-06-25,DELIVERED,5317.5,USD,2025-05-17T00:00:00
PO-2025-02881,PO-002881,SUP-0018,FAC-MX-01,WH-MX-RAW-01,2025-07-05,2025-07-27,DELIVERED,125058.92,USD,2025-07-05T00:00:00
PO-2025-02882,PO-002882,SUP-0001,FAC-US-01,WH-US-RAW-01,2026-02-04,2026-04-04,DELIVERED,36395.94,USD,2026-02-04T00:00:00
PO-2025-02883,PO-002883,SUP-0017,FAC-APAC-01,WH-APAC-RAW-01,2025-12-28,2026-02-22,DELIVERED,13836.9,USD,2025-12-28T00:00:00
PO-2025-02884,PO-002884,SUP-0087,FAC-EU-01,WH-EU-RAW-01,2025-11-21,2025-12-09,DELIVERED,469555.76,USD,2025-11-21T00:00:00
PO-2025-02885,PO-002885,SUP-0103,FAC-US-01,WH-US-RAW-01,2025-10-30,2025-12-17,DELIVERED,56016.7,USD,2025-10-30T00:00:00
PO-2025-02886,PO-002886,SUP-0018,FAC-MX-01,WH-MX-RAW-01,2026-04-01,2026-04-24,IN_TRANSIT,93813.32,USD,2026-04-01T00:00:00
PO-2025-02887,PO-002887,SUP-0081,FAC-EU-01,WH-EU-RAW-01,2025-04-29,2025-06-04,OVERDUE,30778.89,USD,2025-04-29T00:00:00
PO-2025-02888,PO-002888,SUP-0031,FAC-APAC-01,WH-APAC-RAW-01,2025-08-21,2025-10-19,DELIVERED,69043.4,USD,2025-08-21T00:00:00
PO-2025-02889,PO-002889,SUP-0085,FAC-APAC-01,WH-APAC-RAW-01,2025-09-17,2025-09-29,DELIVERED,76132.96,USD,2025-09-17T00:00:00
PO-2025-02890,PO-002890,SUP-0073,FAC-EU-01,WH-EU-RAW-01,2026-01-30,2026-02-28,DELIVERED,244705.08,USD,2026-01-30T00:00:00
PO-2025-02891,PO-002891,SUP-0093,FAC-APAC-01,WH-APAC-RAW-01,2026-06-02,2026-07-14,PENDING,28667.11,USD,2026-06-02T00:00:00
PO-2025-02892,PO-002892,SUP-0044,FAC-EU-01,WH-EU-RAW-01,2025-08-04,2025-09-26,DELIVERED,7748.69,USD,2025-08-04T00:00:00
PO-2025-02893,PO-002893,SUP-0053,FAC-APAC-01,WH-APAC-RAW-01,2026-03-07,2026-04-12,CANCELLED,12944.58,USD,2026-03-07T00:00:00
PO-2025-02894,PO-002894,SUP-0033,FAC-US-01,WH-US-RAW-01,2026-02-17,2026-03-06,DELIVERED,9799.64,USD,2026-02-17T00:00:00
PO-2025-02895,PO-002895,SUP-0052,FAC-US-01,WH-US-RAW-01,2025-07-28,2025-08-23,DELIVERED,2463.16,USD,2025-07-28T00:00:00
PO-2025-02896,PO-002896,SUP-0094,FAC-MX-01,WH-MX-RAW-01,2025-10-05,2025-10-16,OVERDUE,12609.6,USD,2025-10-05T00:00:00
PO-2025-02897,PO-002897,SUP-0098,FAC-APAC-01,WH-APAC-RAW-01,2025-10-09,2025-11-06,DELIVERED,2808.0,USD,2025-10-09T00:00:00
PO-2025-02898,PO-002898,SUP-0019,FAC-MX-01,WH-MX-RAW-01,2026-05-13,2026-06-02,PENDING,36687.49,USD,2026-05-13T00:00:00
PO-2025-02899,PO-002899,SUP-0006,FAC-US-01,WH-US-RAW-01,2025-07-06,2025-07-23,DELIVERED,26063.59,USD,2025-07-06T00:00:00
PO-2025-02900,PO-002900,SUP-0008,FAC-EU-01,WH-EU-RAW-01,2026-02-05,2026-03-11,DELIVERED,91199.51,USD,2026-02-05T00:00:00
PO-2025-02901,PO-002901,SUP-0027,FAC-EU-01,WH-EU-RAW-01,2025-09-12,2025-10-08,DELIVERED,81610.84,USD,2025-09-12T00:00:00
PO-2025-02902,PO-002902,SUP-0091,FAC-US-01,WH-US-RAW-01,2026-01-13,2026-01-28,DELIVERED,145800.06,USD,2026-01-13T00:00:00
PO-2025-02903,PO-002903,SUP-0055,FAC-EU-01,WH-EU-RAW-01,2025-10-12,2025-10-27,CANCELLED,16909.41,USD,2025-10-12T00:00:00
PO-2025-02904,PO-002904,SUP-0034,FAC-MX-01,WH-MX-RAW-01,2025-12-01,2025-12-27,DELIVERED,1023.42,USD,2025-12-01T00:00:00
PO-2025-02905,PO-002905,SUP-0097,FAC-EU-01,WH-EU-RAW-01,2026-02-18,2026-03-28,OVERDUE,146523.66,USD,2026-02-18T00:00:00
PO-2025-02906,PO-002906,SUP-0012,FAC-MX-01,WH-MX-RAW-01,2026-02-07,2026-02-19,DELIVERED,1569.6,USD,2026-02-07T00:00:00
PO-2025-02907,PO-002907,SUP-0112,FAC-MX-01,WH-MX-RAW-01,2026-03-04,2026-03-17,DELIVERED,7075.74,USD,2026-03-04T00:00:00
PO-2025-02908,PO-002908,SUP-0012,FAC-APAC-01,WH-APAC-RAW-01,2025-04-18,2025-04-30,DELIVERED,42892.95,USD,2025-04-18T00:00:00
PO-2025-02909,PO-002909,SUP-0084,FAC-EU-01,WH-EU-RAW-01,2026-01-02,2026-01-30,DELIVERED,168677.85,USD,2026-01-02T00:00:00
PO-2025-02910,PO-002910,SUP-0005,FAC-APAC-01,WH-APAC-RAW-01,2025-06-14,2025-07-07,DELIVERED,7127.12,USD,2025-06-14T00:00:00
PO-2025-02911,PO-002911,SUP-0049,FAC-MX-01,WH-MX-RAW-01,2025-10-11,2025-11-01,DELIVERED,2504.16,USD,2025-10-11T00:00:00
PO-2025-02912,PO-002912,SUP-0104,FAC-US-01,WH-US-RAW-01,2025-11-22,2025-12-25,DELIVERED,18310.96,USD,2025-11-22T00:00:00
PO-2025-02913,PO-002913,SUP-0030,FAC-EU-01,WH-EU-RAW-01,2025-10-06,2025-11-09,DELIVERED,75625.01,USD,2025-10-06T00:00:00
PO-2025-02914,PO-002914,SUP-0120,FAC-APAC-01,WH-APAC-RAW-01,2025-11-13,2025-12-08,DELIVERED,98271.02,USD,2025-11-13T00:00:00
PO-2025-02915,PO-002915,SUP-0084,FAC-EU-01,WH-EU-RAW-01,2026-06-10,2026-07-09,PENDING,191511.17,USD,2026-06-10T00:00:00
PO-2025-02916,PO-002916,SUP-0083,FAC-APAC-01,WH-APAC-RAW-01,2025-06-11,2025-07-13,DELIVERED,95705.12,USD,2025-06-11T00:00:00
PO-2025-02917,PO-002917,SUP-0070,FAC-MX-01,WH-MX-RAW-01,2025-12-28,2026-02-23,DELIVERED,21683.61,USD,2025-12-28T00:00:00
PO-2025-02918,PO-002918,SUP-0018,FAC-US-01,WH-US-RAW-01,2025-10-04,2025-10-29,DELIVERED,46670.14,USD,2025-10-04T00:00:00
PO-2025-02919,PO-002919,SUP-0081,FAC-APAC-01,WH-APAC-RAW-01,2025-06-10,2025-07-15,DELIVERED,266295.04,USD,2025-06-10T00:00:00
PO-2025-02920,PO-002920,SUP-0092,FAC-MX-01,WH-MX-RAW-01,2025-06-25,2025-07-12,DELIVERED,5230.83,USD,2025-06-25T00:00:00
PO-2025-02921,PO-002921,SUP-0064,FAC-MX-01,WH-MX-RAW-01,2026-04-18,2026-05-07,PENDING,46354.64,USD,2026-04-18T00:00:00
PO-2025-02922,PO-002922,SUP-0095,FAC-APAC-01,WH-APAC-RAW-01,2026-03-10,2026-03-23,DELIVERED,85830.0,USD,2026-03-10T00:00:00
PO-2025-02923,PO-002923,SUP-0050,FAC-US-01,WH-US-RAW-01,2026-03-23,2026-04-19,IN_TRANSIT,340869.42,USD,2026-03-23T00:00:00
PO-2025-02924,PO-002924,SUP-0019,FAC-APAC-01,WH-APAC-RAW-01,2026-05-31,2026-06-21,PENDING,11285.82,USD,2026-05-31T00:00:00
PO-2025-02925,PO-002925,SUP-0025,FAC-EU-01,WH-EU-RAW-01,2025-07-20,2025-08-02,DELIVERED,99282.28,USD,2025-07-20T00:00:00
PO-2025-02926,PO-002926,SUP-0047,FAC-MX-01,WH-MX-RAW-01,2025-09-19,2025-10-05,DELIVERED,17550.56,USD,2025-09-19T00:00:00
PO-2025-02927,PO-002927,SUP-0069,FAC-APAC-01,WH-APAC-RAW-01,2025-12-26,2026-01-18,DELIVERED,49720.46,USD,2025-12-26T00:00:00
PO-2025-02928,PO-002928,SUP-0069,FAC-APAC-01,WH-APAC-RAW-01,2025-11-02,2025-11-26,DELIVERED,324130.79,USD,2025-11-02T00:00:00
PO-2025-02929,PO-002929,SUP-0009,FAC-EU-01,WH-EU-RAW-01,2025-10-12,2025-12-03,DELIVERED,124697.16,USD,2025-10-12T00:00:00
PO-2025-02930,PO-002930,SUP-0090,FAC-MX-01,WH-MX-RAW-01,2025-09-20,2025-10-16,OVERDUE,22304.48,USD,2025-09-20T00:00:00
PO-2025-02931,PO-002931,SUP-0044,FAC-APAC-01,WH-APAC-RAW-01,2025-12-05,2026-01-26,DELIVERED,42030.14,USD,2025-12-05T00:00:00
PO-2025-02932,PO-002932,SUP-0048,FAC-APAC-01,WH-APAC-RAW-01,2025-11-30,2025-12-29,DELIVERED,166823.5,USD,2025-11-30T00:00:00
PO-2025-02933,PO-002933,SUP-0117,FAC-APAC-01,WH-APAC-RAW-01,2025-06-26,2025-07-28,OVERDUE,146208.6,USD,2025-06-26T00:00:00
PO-2025-02934,PO-002934,SUP-0011,FAC-US-01,WH-US-RAW-01,2025-10-29,2025-11-21,DELIVERED,1583.22,USD,2025-10-29T00:00:00
PO-2025-02935,PO-002935,SUP-0064,FAC-MX-01,WH-MX-RAW-01,2025-11-23,2025-12-13,DELIVERED,230703.73,USD,2025-11-23T00:00:00
PO-2025-02936,PO-002936,SUP-0033,FAC-APAC-01,WH-APAC-RAW-01,2025-11-28,2025-12-13,DELIVERED,21730.62,USD,2025-11-28T00:00:00
PO-2025-02937,PO-002937,SUP-0112,FAC-MX-01,WH-MX-RAW-01,2025-07-21,2025-08-09,DELIVERED,29292.12,USD,2025-07-21T00:00:00
PO-2025-02938,PO-002938,SUP-0055,FAC-APAC-01,WH-APAC-RAW-01,2026-01-17,2026-02-04,DELIVERED,364332.8,USD,2026-01-17T00:00:00
PO-2025-02939,PO-002939,SUP-0030,FAC-MX-01,WH-MX-RAW-01,2025-03-11,2025-04-12,DELIVERED,25945.55,USD,2025-03-11T00:00:00
PO-2025-02940,PO-002940,SUP-0088,FAC-APAC-01,WH-APAC-RAW-01,2025-09-19,2025-10-12,DELIVERED,50252.09,USD,2025-09-19T00:00:00
PO-2025-02941,PO-002941,SUP-0015,FAC-US-01,WH-US-RAW-01,2026-01-29,2026-03-30,DELIVERED,2136.8,USD,2026-01-29T00:00:00
PO-2025-02942,PO-002942,SUP-0051,FAC-EU-01,WH-EU-RAW-01,2025-11-26,2025-12-18,DELIVERED,18054.75,USD,2025-11-26T00:00:00
PO-2025-02943,PO-002943,SUP-0097,FAC-MX-01,WH-MX-RAW-01,2025-08-13,2025-09-20,DELIVERED,141657.3,USD,2025-08-13T00:00:00
PO-2025-02944,PO-002944,SUP-0086,FAC-MX-01,WH-MX-RAW-01,2026-01-02,2026-01-16,DELIVERED,31732.18,USD,2026-01-02T00:00:00
PO-2025-02945,PO-002945,SUP-0059,FAC-EU-01,WH-EU-RAW-01,2025-11-27,2026-01-28,OVERDUE,188464.74,USD,2025-11-27T00:00:00
PO-2025-02946,PO-002946,SUP-0048,FAC-EU-01,WH-EU-RAW-01,2026-02-04,2026-03-09,DELIVERED,3270.05,USD,2026-02-04T00:00:00
PO-2025-02947,PO-002947,SUP-0076,FAC-APAC-01,WH-APAC-RAW-01,2026-01-15,2026-02-22,DELIVERED,32285.93,USD,2026-01-15T00:00:00
PO-2025-02948,PO-002948,SUP-0117,FAC-EU-01,WH-EU-RAW-01,2025-12-10,2026-01-09,DELIVERED,91467.42,USD,2025-12-10T00:00:00
PO-2025-02949,PO-002949,SUP-0048,FAC-MX-01,WH-MX-RAW-01,2025-11-04,2025-12-04,DELIVERED,3987.8,USD,2025-11-04T00:00:00
PO-2025-02950,PO-002950,SUP-0018,FAC-US-01,WH-US-RAW-01,2025-06-10,2025-07-05,DELIVERED,70293.79,USD,2025-06-10T00:00:00
PO-2025-02951,PO-002951,SUP-0092,FAC-MX-01,WH-MX-RAW-01,2025-08-13,2025-09-05,DELIVERED,97251.88,USD,2025-08-13T00:00:00
PO-2025-02952,PO-002952,SUP-0001,FAC-EU-01,WH-EU-RAW-01,2025-10-12,2025-12-14,DELIVERED,47415.61,USD,2025-10-12T00:00:00
PO-2025-02953,PO-002953,SUP-0084,FAC-APAC-01,WH-APAC-RAW-01,2025-12-07,2026-01-05,OVERDUE,200475.21,USD,2025-12-07T00:00:00
PO-2025-02954,PO-002954,SUP-0023,FAC-EU-01,WH-EU-RAW-01,2025-11-11,2025-11-25,DELIVERED,766.09,USD,2025-11-11T00:00:00
PO-2025-02955,PO-002955,SUP-0110,FAC-EU-01,WH-EU-RAW-01,2025-08-24,2025-09-10,DELIVERED,3447.6,USD,2025-08-24T00:00:00
PO-2025-02956,PO-002956,SUP-0052,FAC-US-01,WH-US-RAW-01,2025-02-05,2025-03-05,DELIVERED,1877.7,USD,2025-02-05T00:00:00
PO-2025-02957,PO-002957,SUP-0089,FAC-US-01,WH-US-RAW-01,2025-11-06,2025-11-24,DELIVERED,209868.63,USD,2025-11-06T00:00:00
PO-2025-02958,PO-002958,SUP-0105,FAC-EU-01,WH-EU-RAW-01,2025-08-23,2025-09-11,DELIVERED,71085.0,USD,2025-08-23T00:00:00
PO-2025-02959,PO-002959,SUP-0044,FAC-EU-01,WH-EU-RAW-01,2026-01-14,2026-03-11,OVERDUE,120299.04,USD,2026-01-14T00:00:00
PO-2025-02960,PO-002960,SUP-0049,FAC-US-01,WH-US-RAW-01,2025-03-09,2025-03-30,DELIVERED,10867.33,USD,2025-03-09T00:00:00
