movement_id,material_id,warehouse_id,factory_id,movement_date,movement_type,quantity,reference_doc_type,reference_doc_id
MOV-00069898,MAT-01092,WH-APAC-RAW-01,FAC-APAC-01,2025-01-11,TRANSFER_OUT,-37,TRANSFER_ORDER,TRF-71852
MOV-00069899,MAT-00779,WH-APAC-FIN-01,FAC-APAC-01,2025-02-07,SCRAP,-3,SCRAP_NOTICE,SCR-5298
MOV-00069900,MAT-00747,WH-US-FIN-01,FAC-US-01,2026-05-30,TRANSFER_OUT,-47,TRANSFER_ORDER,TRF-26303
MOV-00069901,MAT-00142,WH-MX-RAW-01,FAC-MX-01,2026-04-01,PRODUCTION_ISSUE,-57,WORK_ORDER,WO-ACT-5404
MOV-00069902,MAT-00483,WH-MX-RAW-01,FAC-MX-01,2025-08-05,PRODUCTION_ISSUE,-36,WORK_ORDER,WO-ACT-3289
MOV-00069903,MAT-00552,WH-EU-FIN-01,FAC-EU-01,2025-06-26,TRANSFER_OUT,-11,TRANSFER_ORDER,TRF-98356
MOV-00069904,MAT-00047,WH-EU-FIN-01,FAC-EU-01,2025-10-07,SCRAP,-11,SCRAP_NOTICE,SCR-9673
MOV-00069905,MAT-00539,WH-US-RAW-01,FAC-US-01,2025-03-15,PRODUCTION_ISSUE,-63,WORK_ORDER,WO-ACT-8051
MOV-00069906,MAT-00473,WH-MX-FIN-01,FAC-MX-01,2025-04-12,PRODUCTION_ISSUE,-29,WORK_ORDER,WO-ACT-9548
MOV-00069907,MAT-00130,WH-US-RAW-01,FAC-US-01,2025-07-13,PRODUCTION_ISSUE,-20,WORK_ORDER,WO-ACT-3041
MOV-00069908,MAT-00548,WH-EU-RAW-01,FAC-EU-01,2025-08-15,PRODUCTION_ISSUE,-33,WORK_ORDER,WO-ACT-6786
MOV-00069909,MAT-00790,WH-US-RAW-01,FAC-US-01,2025-11-28,PRODUCTION_ISSUE,-17,WORK_ORDER,WO-ACT-6309
MOV-00069910,MAT-00197,WH-MX-RAW-01,FAC-MX-01,2026-04-25,SCRAP,-7,SCRAP_NOTICE,SCR-7474
MOV-00069911,MAT-00312,WH-APAC-FIN-01,FAC-APAC-01,2025-05-23,SCRAP,-9,SCRAP_NOTICE,SCR-8546
MOV-00069912,MAT-01138,WH-MX-FIN-01,FAC-MX-01,2025-02-25,PRODUCTION_ISSUE,-11,WORK_ORDER,WO-ACT-2206
MOV-00069913,MAT-00754,WH-EU-FIN-01,FAC-EU-01,2025-04-01,PRODUCTION_ISSUE,-22,WORK_ORDER,WO-ACT-1076
MOV-00069914,MAT-00212,WH-MX-RAW-01,FAC-MX-01,2026-02-15,PRODUCTION_ISSUE,-15,WORK_ORDER,WO-ACT-8572
MOV-00069915,MAT-00464,WH-EU-FIN-01,FAC-EU-01,2025-05-03,PRODUCTION_ISSUE,-45,WORK_ORDER,WO-ACT-8853
MOV-00069916,MAT-00399,WH-MX-RAW-01,FAC-MX-01,2025-01-02,TRANSFER_IN,38,TRANSFER_ORDER,TRF-17733
MOV-00069917,MAT-00219,WH-APAC-FIN-01,FAC-APAC-01,2025-04-05,PRODUCTION_ISSUE,-55,WORK_ORDER,WO-ACT-1727
MOV-00069918,MAT-00399,WH-US-FIN-01,FAC-US-01,2026-05-12,PRODUCTION_ISSUE,-69,WORK_ORDER,WO-ACT-9754
MOV-00069919,MAT-00191,WH-MX-RAW-01,FAC-MX-01,2025-08-24,PRODUCTION_ISSUE,-18,WORK_ORDER,WO-ACT-8351
MOV-00069920,MAT-00724,WH-EU-RAW-01,FAC-EU-01,2025-02-07,PRODUCTION_ISSUE,-48,WORK_ORDER,WO-ACT-9399
MOV-00069921,MAT-00384,WH-MX-RAW-01,FAC-MX-01,2025-07-26,TRANSFER_OUT,-47,TRANSFER_ORDER,TRF-80339
MOV-00069922,MAT-00051,WH-APAC-FIN-01,FAC-APAC-01,2025-09-12,SCRAP,-10,SCRAP_NOTICE,SCR-2325
MOV-00069923,MAT-00440,WH-US-FIN-01,FAC-US-01,2026-06-17,PRODUCTION_ISSUE,-12,WORK_ORDER,WO-ACT-5403
MOV-00069924,MAT-01186,WH-APAC-FIN-01,FAC-APAC-01,2026-02-15,PRODUCTION_ISSUE,-74,WORK_ORDER,WO-ACT-5105
MOV-00069925,MAT-00504,WH-US-RAW-01,FAC-US-01,2026-03-21,PRODUCTION_ISSUE,-74,WORK_ORDER,WO-ACT-8709
MOV-00069926,MAT-00931,WH-APAC-RAW-01,FAC-APAC-01,2026-05-14,SCRAP,-6,SCRAP_NOTICE,SCR-9740
MOV-00069927,MAT-00531,WH-EU-FIN-01,FAC-EU-01,2025-04-07,TRANSFER_IN,50,TRANSFER_ORDER,TRF-29199
MOV-00069928,MAT-00046,WH-US-FIN-01,FAC-US-01,2025-11-03,PRODUCTION_ISSUE,-66,WORK_ORDER,WO-ACT-2316
MOV-00069929,MAT-00964,WH-MX-RAW-01,FAC-MX-01,2026-06-25,PRODUCTION_ISSUE,-9,WORK_ORDER,WO-ACT-9936
MOV-00069930,MAT-00831,WH-MX-RAW-01,FAC-MX-01,2025-07-06,TRANSFER_OUT,-49,TRANSFER_ORDER,TRF-68927
MOV-00069931,MAT-00165,WH-EU-RAW-01,FAC-EU-01,2025-06-05,PRODUCTION_ISSUE,-28,WORK_ORDER,WO-ACT-6725
MOV-00069932,MAT-00903,WH-US-FIN-01,FAC-US-01,2025-07-18,PRODUCTION_ISSUE,-63,WORK_ORDER,WO-ACT-6173
MOV-00069933,MAT-01054,WH-US-RAW-01,FAC-US-01,2025-07-07,CYCLE_ADJUSTMENT,-1,AUDIT_COUNT,AUD-233
MOV-00069934,MAT-00352,WH-MX-FIN-01,FAC-MX-01,2025-10-02,SCRAP,-7,SCRAP_NOTICE,SCR-6763
MOV-00069935,MAT-00928,WH-MX-FIN-01,FAC-MX-01,2026-04-21,PRODUCTION_ISSUE,-53,WORK_ORDER,WO-ACT-9323
MOV-00069936,MAT-00202,WH-APAC-FIN-01,FAC-APAC-01,2026-02-20,PRODUCTION_ISSUE,-46,WORK_ORDER,WO-ACT-8247
MOV-00069937,MAT-00388,WH-EU-FIN-01,FAC-EU-01,2025-05-03,TRANSFER_IN,10,TRANSFER_ORDER,TRF-92688
MOV-00069938,MAT-00331,WH-MX-RAW-01,FAC-MX-01,2025-04-26,PRODUCTION_ISSUE,-72,WORK_ORDER,WO-ACT-6098
MOV-00069939,MAT-00825,WH-APAC-RAW-01,FAC-APAC-01,2026-02-21,SCRAP,-3,SCRAP_NOTICE,SCR-3439
MOV-00069940,MAT-00891,WH-APAC-RAW-01,FAC-APAC-01,2026-02-02,PRODUCTION_ISSUE,-22,WORK_ORDER,WO-ACT-9850
MOV-00069941,MAT-00224,WH-US-FIN-01,FAC-US-01,2025-12-06,TRANSFER_OUT,-46,TRANSFER_ORDER,TRF-56897
MOV-00069942,MAT-00593,WH-MX-RAW-01,FAC-MX-01,2025-01-13,PRODUCTION_ISSUE,-41,WORK_ORDER,WO-ACT-9730
MOV-00069943,MAT-00263,WH-APAC-FIN-01,FAC-APAC-01,2025-12-25,PRODUCTION_ISSUE,-29,WORK_ORDER,WO-ACT-5182
MOV-00069944,MAT-00065,WH-MX-FIN-01,FAC-MX-01,2025-02-06,PRODUCTION_ISSUE,-32,WORK_ORDER,WO-ACT-1203
MOV-00069945,MAT-00625,WH-US-FIN-01,FAC-US-01,2025-07-26,PRODUCTION_ISSUE,-56,WORK_ORDER,WO-ACT-6969
MOV-00069946,MAT-00571,WH-EU-FIN-01,FAC-EU-01,2025-05-09,PRODUCTION_ISSUE,-60,WORK_ORDER,WO-ACT-1029
MOV-00069947,MAT-00912,WH-EU-RAW-01,FAC-EU-01,2025-08-14,PRODUCTION_ISSUE,-25,WORK_ORDER,WO-ACT-5354
MOV-00069948,MAT-00858,WH-APAC-FIN-01,FAC-APAC-01,2025-07-15,PRODUCTION_ISSUE,-40,WORK_ORDER,WO-ACT-5144
MOV-00069949,MAT-00999,WH-MX-RAW-01,FAC-MX-01,2026-03-25,PRODUCTION_ISSUE,-52,WORK_ORDER,WO-ACT-9167
MOV-00069950,MAT-00430,WH-EU-RAW-01,FAC-EU-01,2025-01-26,PRODUCTION_ISSUE,-10,WORK_ORDER,WO-ACT-9183
MOV-00069951,MAT-00716,WH-MX-RAW-01,FAC-MX-01,2025-08-29,TRANSFER_IN,43,TRANSFER_ORDER,TRF-63262
MOV-00069952,MAT-00598,WH-EU-FIN-01,FAC-EU-01,2026-04-03,PRODUCTION_ISSUE,-45,WORK_ORDER,WO-ACT-7235
MOV-00069953,MAT-00542,WH-APAC-FIN-01,FAC-APAC-01,2025-12-10,PRODUCTION_ISSUE,-9,WORK_ORDER,WO-ACT-2304
MOV-00069954,MAT-00404,WH-MX-FIN-01,FAC-MX-01,2025-04-10,PRODUCTION_ISSUE,-43,WORK_ORDER,WO-ACT-8143
MOV-00069955,MAT-00839,WH-MX-FIN-01,FAC-MX-01,2025-01-02,SCRAP,-11,SCRAP_NOTICE,SCR-5678
MOV-00069956,MAT-00103,WH-EU-FIN-01,FAC-EU-01,2025-01-26,PRODUCTION_ISSUE,-6,WORK_ORDER,WO-ACT-5814
MOV-00069957,MAT-00785,WH-MX-RAW-01,FAC-MX-01,2025-03-02,PRODUCTION_ISSUE,-53,WORK_ORDER,WO-ACT-5538
MOV-00069958,MAT-01131,WH-EU-FIN-01,FAC-EU-01,2025-05-21,PRODUCTION_ISSUE,-57,WORK_ORDER,WO-ACT-5029
MOV-00069959,MAT-01057,WH-US-FIN-01,FAC-US-01,2025-01-23,TRANSFER_OUT,-17,TRANSFER_ORDER,TRF-71005
MOV-00069960,MAT-00563,WH-EU-RAW-01,FAC-EU-01,2026-01-28,PRODUCTION_ISSUE,-70,WORK_ORDER,WO-ACT-7450
MOV-00069961,MAT-00668,WH-US-RAW-01,FAC-US-01,2026-06-01,PRODUCTION_ISSUE,-38,WORK_ORDER,WO-ACT-1050
MOV-00069962,MAT-01039,WH-US-RAW-01,FAC-US-01,2025-05-28,TRANSFER_OUT,-15,TRANSFER_ORDER,TRF-61775
MOV-00069963,MAT-00319,WH-EU-FIN-01,FAC-EU-01,2025-04-01,SCRAP,-2,SCRAP_NOTICE,SCR-9081
MOV-00069964,MAT-01052,WH-EU-RAW-01,FAC-EU-01,2026-06-01,TRANSFER_IN,27,TRANSFER_ORDER,TRF-63776
MOV-00069965,MAT-00060,WH-US-RAW-01,FAC-US-01,2026-03-07,PRODUCTION_ISSUE,-62,WORK_ORDER,WO-ACT-3016
MOV-00069966,MAT-00488,WH-APAC-FIN-01,FAC-APAC-01,2026-04-04,PRODUCTION_ISSUE,-46,WORK_ORDER,WO-ACT-6343
MOV-00069967,MAT-01130,WH-MX-FIN-01,FAC-MX-01,2025-02-15,PRODUCTION_ISSUE,-15,WORK_ORDER,WO-ACT-6668
MOV-00069968,MAT-00195,WH-APAC-RAW-01,FAC-APAC-01,2025-03-10,TRANSFER_OUT,-12,TRANSFER_ORDER,TRF-15240
MOV-00069969,MAT-00581,WH-APAC-FIN-01,FAC-APAC-01,2025-06-10,PRODUCTION_ISSUE,-16,WORK_ORDER,WO-ACT-4709
MOV-00069970,MAT-00617,WH-MX-RAW-01,FAC-MX-01,2025-12-07,SCRAP,-6,SCRAP_NOTICE,SCR-1294
MOV-00069971,MAT-01161,WH-US-FIN-01,FAC-US-01,2025-07-09,PRODUCTION_ISSUE,-40,WORK_ORDER,WO-ACT-1194
MOV-00069972,MAT-00081,WH-US-FIN-01,FAC-US-01,2025-05-18,PRODUCTION_ISSUE,-45,WORK_ORDER,WO-ACT-3773
MOV-00069973,MAT-00057,WH-APAC-FIN-01,FAC-APAC-01,2025-12-01,PRODUCTION_ISSUE,-5,WORK_ORDER,WO-ACT-3603
MOV-00069974,MAT-00602,WH-EU-RAW-01,FAC-EU-01,2025-01-06,PRODUCTION_ISSUE,-16,WORK_ORDER,WO-ACT-2066
MOV-00069975,MAT-01027,WH-EU-FIN-01,FAC-EU-01,2025-06-26,PRODUCTION_ISSUE,-35,WORK_ORDER,WO-ACT-7487
MOV-00069976,MAT-00246,WH-MX-RAW-01,FAC-MX-01,2025-07-05,PRODUCTION_ISSUE,-20,WORK_ORDER,WO-ACT-4612
MOV-00069977,MAT-00879,WH-MX-RAW-01,FAC-MX-01,2025-09-27,TRANSFER_OUT,-17,TRANSFER_ORDER,TRF-32379
MOV-00069978,MAT-00703,WH-MX-FIN-01,FAC-MX-01,2025-11-30,PRODUCTION_ISSUE,-66,WORK_ORDER,WO-ACT-4980
MOV-00069979,MAT-01044,WH-APAC-RAW-01,FAC-APAC-01,2026-03-26,TRANSFER_IN,31,TRANSFER_ORDER,TRF-90325
MOV-00069980,MAT-00695,WH-EU-RAW-01,FAC-EU-01,2025-10-30,PRODUCTION_ISSUE,-9,WORK_ORDER,WO-ACT-5730
MOV-00069981,MAT-00102,WH-EU-RAW-01,FAC-EU-01,2025-05-04,SCRAP,-8,SCRAP_NOTICE,SCR-7492
MOV-00069982,MAT-00492,WH-US-RAW-01,FAC-US-01,2025-12-08,TRANSFER_IN,11,TRANSFER_ORDER,TRF-71134
MOV-00069983,MAT-00250,WH-APAC-RAW-01,FAC-APAC-01,2025-04-08,PRODUCTION_ISSUE,-57,WORK_ORDER,WO-ACT-1167
MOV-00069984,MAT-00856,WH-US-FIN-01,FAC-US-01,2026-06-15,PRODUCTION_ISSUE,-54,WORK_ORDER,WO-ACT-4741
MOV-00069985,MAT-00149,WH-EU-FIN-01,FAC-EU-01,2025-07-31,TRANSFER_OUT,-42,TRANSFER_ORDER,TRF-38668
MOV-00069986,MAT-00419,WH-APAC-FIN-01,FAC-APAC-01,2026-06-09,PRODUCTION_ISSUE,-43,WORK_ORDER,WO-ACT-3041
MOV-00069987,MAT-00667,WH-MX-RAW-01,FAC-MX-01,2026-04-15,PRODUCTION_ISSUE,-48,WORK_ORDER,WO-ACT-4863
MOV-00069988,MAT-00636,WH-US-RAW-01,FAC-US-01,2026-06-10,PRODUCTION_ISSUE,-74,WORK_ORDER,WO-ACT-4947
MOV-00069989,MAT-00443,WH-MX-FIN-01,FAC-MX-01,2025-08-11,PRODUCTION_ISSUE,-64,WORK_ORDER,WO-ACT-2316
MOV-00069990,MAT-00469,WH-APAC-FIN-01,FAC-APAC-01,2025-02-25,CYCLE_ADJUSTMENT,13,AUDIT_COUNT,AUD-103
MOV-00069991,MAT-00425,WH-EU-FIN-01,FAC-EU-01,2026-04-03,TRANSFER_OUT,-38,TRANSFER_ORDER,TRF-96422
MOV-00069992,MAT-00606,WH-US-RAW-01,FAC-US-01,2025-01-05,PRODUCTION_ISSUE,-16,WORK_ORDER,WO-ACT-3102
MOV-00069993,MAT-00694,WH-MX-RAW-01,FAC-MX-01,2025-04-13,PRODUCTION_ISSUE,-48,WORK_ORDER,WO-ACT-4399
MOV-00069994,MAT-00571,WH-EU-FIN-01,FAC-EU-01,2025-05-17,PRODUCTION_ISSUE,-35,WORK_ORDER,WO-ACT-2651
MOV-00069995,MAT-00265,WH-APAC-FIN-01,FAC-APAC-01,2025-11-21,PRODUCTION_ISSUE,-32,WORK_ORDER,WO-ACT-7976
MOV-00069996,MAT-01108,WH-EU-RAW-01,FAC-EU-01,2025-04-04,TRANSFER_IN,45,TRANSFER_ORDER,TRF-67471
MOV-00069997,MAT-00119,WH-APAC-RAW-01,FAC-APAC-01,2025-05-17,PRODUCTION_ISSUE,-55,WORK_ORDER,WO-ACT-2885
MOV-00069998,MAT-00620,WH-MX-RAW-01,FAC-MX-01,2025-01-13,TRANSFER_OUT,-32,TRANSFER_ORDER,TRF-82868
MOV-00069999,MAT-01043,WH-EU-RAW-01,FAC-EU-01,2025-01-01,TRANSFER_IN,20,TRANSFER_ORDER,TRF-33642
MOV-00070000,MAT-00772,WH-MX-FIN-01,FAC-MX-01,2025-11-22,PRODUCTION_ISSUE,-15,WORK_ORDER,WO-ACT-2093
MOV-00070001,MAT-00680,WH-EU-FIN-01,FAC-EU-01,2025-07-08,TRANSFER_IN,35,TRANSFER_ORDER,TRF-94196
MOV-00070002,MAT-01186,WH-MX-FIN-01,FAC-MX-01,2025-10-16,PRODUCTION_ISSUE,-19,WORK_ORDER,WO-ACT-2529
MOV-00070003,MAT-00688,WH-MX-RAW-01,FAC-MX-01,2026-06-19,PRODUCTION_ISSUE,-27,WORK_ORDER,WO-ACT-3699
MOV-00070004,MAT-00203,WH-EU-RAW-01,FAC-EU-01,2026-06-11,PRODUCTION_ISSUE,-41,WORK_ORDER,WO-ACT-6596
MOV-00070005,MAT-00848,WH-APAC-FIN-01,FAC-APAC-01,2025-08-30,SCRAP,-7,SCRAP_NOTICE,SCR-5495
MOV-00070006,MAT-00347,WH-APAC-FIN-01,FAC-APAC-01,2026-02-06,PRODUCTION_ISSUE,-8,WORK_ORDER,WO-ACT-9849
MOV-00070007,MAT-00833,WH-APAC-FIN-01,FAC-APAC-01,2025-07-08,PRODUCTION_ISSUE,-59,WORK_ORDER,WO-ACT-4329
MOV-00070008,MAT-00034,WH-MX-RAW-01,FAC-MX-01,2025-11-24,PRODUCTION_ISSUE,-15,WORK_ORDER,WO-ACT-2237
MOV-00070009,MAT-00039,WH-APAC-FIN-01,FAC-APAC-01,2026-06-18,PRODUCTION_ISSUE,-16,WORK_ORDER,WO-ACT-8299
MOV-00070010,MAT-01082,WH-EU-RAW-01,FAC-EU-01,2026-05-26,SCRAP,-2,SCRAP_NOTICE,SCR-8507
MOV-00070011,MAT-00829,WH-MX-FIN-01,FAC-MX-01,2025-09-18,SCRAP,-5,SCRAP_NOTICE,SCR-3546
MOV-00070012,MAT-00871,WH-EU-FIN-01,FAC-EU-01,2025-09-21,PRODUCTION_ISSUE,-10,WORK_ORDER,WO-ACT-5475
MOV-00070013,MAT-00744,WH-US-FIN-01,FAC-US-01,2025-10-18,PRODUCTION_ISSUE,-55,WORK_ORDER,WO-ACT-1236
MOV-00070014,MAT-00465,WH-EU-RAW-01,FAC-EU-01,2025-11-23,CYCLE_ADJUSTMENT,5,AUDIT_COUNT,AUD-252
MOV-00070015,MAT-00585,WH-MX-RAW-01,FAC-MX-01,2025-10-28,TRANSFER_OUT,-11,TRANSFER_ORDER,TRF-99157
MOV-00070016,MAT-00201,WH-MX-FIN-01,FAC-MX-01,2026-02-20,PRODUCTION_ISSUE,-34,WORK_ORDER,WO-ACT-3714
MOV-00070017,MAT-00541,WH-MX-RAW-01,FAC-MX-01,2026-01-12,PRODUCTION_ISSUE,-51,WORK_ORDER,WO-ACT-4706
MOV-00070018,MAT-00752,WH-US-RAW-01,FAC-US-01,2026-02-18,SCRAP,-1,SCRAP_NOTICE,SCR-9889
MOV-00070019,MAT-00574,WH-MX-FIN-01,FAC-MX-01,2026-01-19,PRODUCTION_ISSUE,-42,WORK_ORDER,WO-ACT-4947
MOV-00070020,MAT-00798,WH-MX-RAW-01,FAC-MX-01,2025-07-24,PRODUCTION_ISSUE,-54,WORK_ORDER,WO-ACT-9035
MOV-00070021,MAT-00623,WH-APAC-FIN-01,FAC-APAC-01,2026-04-25,SCRAP,-6,SCRAP_NOTICE,SCR-6477
MOV-00070022,MAT-00467,WH-MX-RAW-01,FAC-MX-01,2025-01-24,TRANSFER_IN,15,TRANSFER_ORDER,TRF-70847
MOV-00070023,MAT-00853,WH-APAC-RAW-01,FAC-APAC-01,2025-03-30,PRODUCTION_ISSUE,-63,WORK_ORDER,WO-ACT-9539
MOV-00070024,MAT-01119,WH-EU-RAW-01,FAC-EU-01,2025-12-17,TRANSFER_IN,15,TRANSFER_ORDER,TRF-21450
MOV-00070025,MAT-00430,WH-US-FIN-01,FAC-US-01,2025-05-11,PRODUCTION_ISSUE,-11,WORK_ORDER,WO-ACT-6988
MOV-00070026,MAT-00191,WH-US-RAW-01,FAC-US-01,2025-03-19,TRANSFER_IN,34,TRANSFER_ORDER,TRF-47505
MOV-00070027,MAT-00489,WH-APAC-RAW-01,FAC-APAC-01,2026-04-23,PRODUCTION_ISSUE,-61,WORK_ORDER,WO-ACT-8899
MOV-00070028,MAT-01199,WH-MX-RAW-01,FAC-MX-01,2025-02-26,PRODUCTION_ISSUE,-6,WORK_ORDER,WO-ACT-1082
MOV-00070029,MAT-00996,WH-US-RAW-01,FAC-US-01,2025-11-12,CYCLE_ADJUSTMENT,-12,AUDIT_COUNT,AUD-979
MOV-00070030,MAT-00599,WH-US-FIN-01,FAC-US-01,2025-01-03,PRODUCTION_ISSUE,-73,WORK_ORDER,WO-ACT-1809
MOV-00070031,MAT-00187,WH-MX-FIN-01,FAC-MX-01,2025-02-20,PRODUCTION_ISSUE,-48,WORK_ORDER,WO-ACT-1748
MOV-00070032,MAT-00195,WH-EU-FIN-01,FAC-EU-01,2025-05-28,PRODUCTION_ISSUE,-61,WORK_ORDER,WO-ACT-6161
MOV-00070033,MAT-00806,WH-EU-FIN-01,FAC-EU-01,2025-04-24,PRODUCTION_ISSUE,-50,WORK_ORDER,WO-ACT-6518
MOV-00070034,MAT-00101,WH-MX-RAW-01,FAC-MX-01,2025-07-02,PRODUCTION_ISSUE,-7,WORK_ORDER,WO-ACT-6658
MOV-00070035,MAT-00234,WH-MX-RAW-01,FAC-MX-01,2025-11-10,PRODUCTION_ISSUE,-5,WORK_ORDER,WO-ACT-7468
MOV-00070036,MAT-00979,WH-US-RAW-01,FAC-US-01,2025-12-01,CYCLE_ADJUSTMENT,11,AUDIT_COUNT,AUD-778
MOV-00070037,MAT-00189,WH-MX-FIN-01,FAC-MX-01,2025-12-28,TRANSFER_IN,49,TRANSFER_ORDER,TRF-42529
MOV-00070038,MAT-00687,WH-MX-FIN-01,FAC-MX-01,2025-02-01,PRODUCTION_ISSUE,-17,WORK_ORDER,WO-ACT-2650
MOV-00070039,MAT-00943,WH-US-FIN-01,FAC-US-01,2026-05-20,PRODUCTION_ISSUE,-62,WORK_ORDER,WO-ACT-2792
MOV-00070040,MAT-00308,WH-APAC-FIN-01,FAC-APAC-01,2025-12-10,SCRAP,-7,SCRAP_NOTICE,SCR-5247
MOV-00070041,MAT-00898,WH-EU-FIN-01,FAC-EU-01,2025-10-23,PRODUCTION_ISSUE,-28,WORK_ORDER,WO-ACT-5515
MOV-00070042,MAT-00955,WH-US-RAW-01,FAC-US-01,2026-06-17,PRODUCTION_ISSUE,-31,WORK_ORDER,WO-ACT-3700
MOV-00070043,MAT-00645,WH-APAC-RAW-01,FAC-APAC-01,2025-03-24,SCRAP,-4,SCRAP_NOTICE,SCR-8962
MOV-00070044,MAT-01089,WH-US-FIN-01,FAC-US-01,2025-02-17,TRANSFER_OUT,-14,TRANSFER_ORDER,TRF-64246
MOV-00070045,MAT-00619,WH-MX-FIN-01,FAC-MX-01,2026-03-19,PRODUCTION_ISSUE,-14,WORK_ORDER,WO-ACT-1679
MOV-00070046,MAT-00497,WH-MX-FIN-01,FAC-MX-01,2026-02-18,PRODUCTION_ISSUE,-10,WORK_ORDER,WO-ACT-2398
MOV-00070047,MAT-00656,WH-MX-FIN-01,FAC-MX-01,2025-08-28,PRODUCTION_ISSUE,-65,WORK_ORDER,WO-ACT-6096
MOV-00070048,MAT-00017,WH-EU-RAW-01,FAC-EU-01,2025-06-24,TRANSFER_IN,42,TRANSFER_ORDER,TRF-53815
MOV-00070049,MAT-00005,WH-EU-RAW-01,FAC-EU-01,2026-01-02,PRODUCTION_ISSUE,-39,WORK_ORDER,WO-ACT-7316
MOV-00070050,MAT-00529,WH-US-FIN-01,FAC-US-01,2025-07-18,PRODUCTION_ISSUE,-67,WORK_ORDER,WO-ACT-1447
MOV-00070051,MAT-00517,WH-EU-FIN-01,FAC-EU-01,2025-01-01,PRODUCTION_ISSUE,-60,WORK_ORDER,WO-ACT-8625
MOV-00070052,MAT-00315,WH-EU-FIN-01,FAC-EU-01,2025-07-05,PRODUCTION_ISSUE,-14,WORK_ORDER,WO-ACT-4307
MOV-00070053,MAT-00733,WH-APAC-FIN-01,FAC-APAC-01,2025-10-09,PRODUCTION_ISSUE,-37,WORK_ORDER,WO-ACT-2346
MOV-00070054,MAT-00789,WH-MX-RAW-01,FAC-MX-01,2025-08-18,SCRAP,-5,SCRAP_NOTICE,SCR-9517
MOV-00070055,MAT-00433,WH-US-RAW-01,FAC-US-01,2025-01-17,SCRAP,-5,SCRAP_NOTICE,SCR-7598
MOV-00070056,MAT-00404,WH-APAC-RAW-01,FAC-APAC-01,2025-10-19,PRODUCTION_ISSUE,-11,WORK_ORDER,WO-ACT-2300
MOV-00070057,MAT-00876,WH-MX-RAW-01,FAC-MX-01,2026-03-09,PRODUCTION_ISSUE,-62,WORK_ORDER,WO-ACT-2286
MOV-00070058,MAT-01066,WH-APAC-RAW-01,FAC-APAC-01,2025-02-12,PRODUCTION_ISSUE,-55,WORK_ORDER,WO-ACT-8930
MOV-00070059,MAT-00533,WH-MX-RAW-01,FAC-MX-01,2026-04-01,PRODUCTION_ISSUE,-60,WORK_ORDER,WO-ACT-5996
MOV-00070060,MAT-00219,WH-US-RAW-01,FAC-US-01,2025-07-29,PRODUCTION_ISSUE,-23,WORK_ORDER,WO-ACT-3784
MOV-00070061,MAT-00473,WH-MX-FIN-01,FAC-MX-01,2025-01-01,PRODUCTION_ISSUE,-66,WORK_ORDER,WO-ACT-8521
MOV-00070062,MAT-01199,WH-US-FIN-01,FAC-US-01,2025-02-08,TRANSFER_IN,47,TRANSFER_ORDER,TRF-72976
MOV-00070063,MAT-00147,WH-US-RAW-01,FAC-US-01,2025-01-20,PRODUCTION_ISSUE,-8,WORK_ORDER,WO-ACT-4967
MOV-00070064,MAT-00422,WH-US-RAW-01,FAC-US-01,2025-05-19,SCRAP,-1,SCRAP_NOTICE,SCR-4556
MOV-00070065,MAT-01188,WH-US-FIN-01,FAC-US-01,2025-05-24,PRODUCTION_ISSUE,-10,WORK_ORDER,WO-ACT-2638
MOV-00070066,MAT-00600,WH-EU-FIN-01,FAC-EU-01,2026-06-01,PRODUCTION_ISSUE,-60,WORK_ORDER,WO-ACT-5507
MOV-00070067,MAT-00536,WH-APAC-FIN-01,FAC-APAC-01,2026-03-02,PRODUCTION_ISSUE,-73,WORK_ORDER,WO-ACT-4030
MOV-00070068,MAT-00043,WH-EU-RAW-01,FAC-EU-01,2025-02-16,SCRAP,-3,SCRAP_NOTICE,SCR-7397
MOV-00070069,MAT-00231,WH-US-FIN-01,FAC-US-01,2025-12-15,PRODUCTION_ISSUE,-11,WORK_ORDER,WO-ACT-3486
MOV-00070070,MAT-00407,WH-EU-RAW-01,FAC-EU-01,2025-10-04,PRODUCTION_ISSUE,-74,WORK_ORDER,WO-ACT-6577
MOV-00070071,MAT-00878,WH-MX-FIN-01,FAC-MX-01,2025-05-29,PRODUCTION_ISSUE,-58,WORK_ORDER,WO-ACT-1885
MOV-00070072,MAT-00725,WH-EU-FIN-01,FAC-EU-01,2025-02-20,PRODUCTION_ISSUE,-17,WORK_ORDER,WO-ACT-5090
MOV-00070073,MAT-00580,WH-EU-FIN-01,FAC-EU-01,2026-04-14,TRANSFER_OUT,-27,TRANSFER_ORDER,TRF-82372
MOV-00070074,MAT-01138,WH-EU-RAW-01,FAC-EU-01,2026-01-14,SCRAP,-7,SCRAP_NOTICE,SCR-3999
MOV-00070075,MAT-00569,WH-EU-RAW-01,FAC-EU-01,2025-11-30,PRODUCTION_ISSUE,-39,WORK_ORDER,WO-ACT-1599
MOV-00070076,MAT-00806,WH-MX-FIN-01,FAC-MX-01,2026-04-26,PRODUCTION_ISSUE,-49,WORK_ORDER,WO-ACT-8112
MOV-00070077,MAT-00802,WH-APAC-RAW-01,FAC-APAC-01,2026-03-19,PRODUCTION_ISSUE,-64,WORK_ORDER,WO-ACT-9108
